pert_id	cell_iname	pert_type	compound_id	drug_id
BRD-K17561142	AGS	trt_cp	BRD-K17561142__AGS__trt_cp	amiodarone
BRD-K09963420	MCF7	trt_cp	BRD-K09963420__MCF7__trt_cp	saquinavir
BRD-K82941592	SKB	trt_cp	BRD-K82941592__SKB__trt_cp	rosuvastatin
BRD-K37289225	SKB	trt_cp	BRD-K37289225__SKB__trt_cp	clozapine
BRD-K76205745	NOMO1	trt_cp	BRD-K76205745__NOMO1__trt_cp	losartan
BRD-K74501079	MCF7	trt_cp	BRD-K74501079__MCF7__trt_cp	azithromycin
BRD-K39339537	A549	trt_cp	BRD-K39339537__A549__trt_cp	epirizole
BRD-K84036904	MCF7	trt_cp	BRD-K84036904__MCF7__trt_cp	testosterone
BRD-K59597909	HCT116	trt_cp	BRD-K59597909__HCT116__trt_cp	phenothiazine
BRD-K17953061	HA1E	trt_cp	BRD-K17953061__HA1E__trt_cp	staurosporine
BRD-K27316855	NCIH508	trt_cp	BRD-K27316855__NCIH508__trt_cp	calcitriol
BRD-K53959060	A549	trt_cp	BRD-K53959060__A549__trt_cp	indirubin
BRD-K81473043	U937	trt_cp	BRD-K81473043__U937__trt_cp	tanespimycin
BRD-A58048407	H1299	trt_cp	BRD-A58048407__H1299__trt_cp	nimodipine
BRD-K15563106	H1299	trt_cp	BRD-K15563106__H1299__trt_cp	phloretin
BRD-A16934955	MCF7	trt_cp	BRD-A16934955__MCF7__trt_cp	nalbuphine
BRD-K86204871	A549	trt_cp	BRD-K86204871__A549__trt_cp	terconazole
BRD-A73909368	A549	trt_cp	BRD-A73909368__A549__trt_cp	dactinomycin
BRD-K04389336	HCC515	trt_cp	BRD-K04389336__HCC515__trt_cp	labetalol
BRD-K54256913	NCIH596	trt_cp	BRD-K54256913__NCIH596__trt_cp	mk-1775
BRD-A19374631	HA1E	trt_cp	BRD-A19374631__HA1E__trt_cp	vinpocetine
BRD-A54236247	A375	trt_cp	BRD-A54236247__A375__trt_cp	racephedrine
BRD-K79092138	A549	trt_cp	BRD-K79092138__A549__trt_cp	nitrofural
BRD-K37130656	ASC	trt_cp	BRD-K37130656__ASC__trt_cp	rivaroxaban
BRD-A76528577	SKB	trt_cp	BRD-A76528577__SKB__trt_cp	vincristine
BRD-K40992116	NPC	trt_cp	BRD-K40992116__NPC__trt_cp	parachlorophenol
BRD-A05352148	SKB	trt_cp	BRD-A05352148__SKB__trt_cp	ipratropium
BRD-A93255169	SKB	trt_cp	BRD-A93255169__SKB__trt_cp	thalidomide
BRD-K78659596	PC3	trt_cp	BRD-K78659596__PC3__trt_cp	ixazomib
BRD-K20338176	HA1E	trt_cp	BRD-K20338176__HA1E__trt_cp	cefaclor
BRD-A19736161	A375	trt_cp	BRD-A19736161__A375__trt_cp	ondansetron
BRD-A98431941	HA1E	trt_cp	BRD-A98431941__HA1E__trt_cp	ephedrine
BRD-K59332007	HEPG2	trt_cp	BRD-K59332007__HEPG2__trt_cp	linopirdine
BRD-K28307902	HCC515	trt_cp	BRD-K28307902__HCC515__trt_cp	flutamide
BRD-K98490050	HCC515	trt_cp	BRD-K98490050__HCC515__trt_cp	amsacrine
BRD-K85518562	A549	trt_cp	BRD-K85518562__A549__trt_cp	cilastatin
BRD-K86873305	HT29	trt_cp	BRD-K86873305__HT29__trt_cp	piperacillin
BRD-A00993607	HCC515	trt_cp	BRD-A00993607__HCC515__trt_cp	alprenolol
BRD-K13514097	HEPG2	trt_cp	BRD-K13514097__HEPG2__trt_cp	everolimus
BRD-K81209512	HEPG2	trt_cp	BRD-K81209512__HEPG2__trt_cp	tyrphostin b48
BRD-K50841342	PC3	trt_cp	BRD-K50841342__PC3__trt_cp	pac-1
BRD-K54316499	PC3	trt_cp	BRD-K54316499__PC3__trt_cp	tolterodine
BRD-A65449987	ASC	trt_cp	BRD-A65449987__ASC__trt_cp	flunisolide
BRD-K91315211	NPC	trt_cp	BRD-K91315211__NPC__trt_cp	betahistine
BRD-A41833852	NPC	trt_cp	BRD-A41833852__NPC__trt_cp	naloxone
BRD-K25591257	NPC	trt_cp	BRD-K25591257__NPC__trt_cp	resveratrol
BRD-A59943784	NPC	trt_cp	BRD-A59943784__NPC__trt_cp	fluticasone
BRD-A91699651	NCIH596	trt_cp	BRD-A91699651__NCIH596__trt_cp	chloroquine
BRD-K76133116	MCF7	trt_cp	BRD-K76133116__MCF7__trt_cp	benzydamine
BRD-K96037667	MCF7	trt_cp	BRD-K96037667__MCF7__trt_cp	norethisterone
BRD-A75144621	MCF7	trt_cp	BRD-A75144621__MCF7__trt_cp	digoxin
BRD-K23984367	VCAP	trt_cp	BRD-K23984367__VCAP__trt_cp	sorafenib
BRD-K98521173	PC3	trt_cp	BRD-K98521173__PC3__trt_cp	desoxycortone
BRD-K89595132	PC3	trt_cp	BRD-K89595132__PC3__trt_cp	chlorpheniramine
BRD-A19633847	HA1E	trt_cp	BRD-A19633847__HA1E__trt_cp	perhexiline
BRD-A00993607	A375	trt_cp	BRD-A00993607__A375__trt_cp	alprenolol
BRD-A22844106	A375	trt_cp	BRD-A22844106__A375__trt_cp	tenoxicam
BRD-A23723433	MCF7	trt_cp	BRD-A23723433__MCF7__trt_cp	paclitaxel
BRD-K05926469	VCAP	trt_cp	BRD-K05926469__VCAP__trt_cp	lenalidomide
BRD-K53061490	VCAP	trt_cp	BRD-K53061490__VCAP__trt_cp	ozagrel
BRD-A01826957	VCAP	trt_cp	BRD-A01826957__VCAP__trt_cp	xanthinol
BRD-A95939040	VCAP	trt_cp	BRD-A95939040__VCAP__trt_cp	sertaconazole
BRD-A09533288	HCC515	trt_cp	BRD-A09533288__HCC515__trt_cp	verapamil
BRD-K39120595	VCAP	trt_cp	BRD-K39120595__VCAP__trt_cp	bithionol
BRD-K92049597	HEPG2	trt_cp	BRD-K92049597__HEPG2__trt_cp	triamterene
BRD-K68867920	HEPG2	trt_cp	BRD-K68867920__HEPG2__trt_cp	quetiapine
BRD-A98378129	HA1E	trt_cp	BRD-A98378129__HA1E__trt_cp	talniflumate
BRD-K89732114	HT29	trt_cp	BRD-K89732114__HT29__trt_cp	trifluoperazine
BRD-K07265709	ASC	trt_cp	BRD-K07265709__ASC__trt_cp	dexrazoxane
BRD-A34806832	HT29	trt_cp	BRD-A34806832__HT29__trt_cp	proscillaridin
BRD-K72676686	NEU	trt_cp	BRD-K72676686__NEU__trt_cp	fluvoxamine
BRD-A92537424	ASC	trt_cp	BRD-A92537424__ASC__trt_cp	danazol
BRD-K43887077	PHH	trt_cp	BRD-K43887077__PHH__trt_cp	dopamine
BRD-A09495397	SKB	trt_cp	BRD-A09495397__SKB__trt_cp	bicuculline
BRD-K50388907	SKB	trt_cp	BRD-K50388907__SKB__trt_cp	fenofibrate
BRD-A47494775	HA1E	trt_cp	BRD-A47494775__HA1E__trt_cp	dipivefrin
BRD-K51805276	HCC515	trt_cp	BRD-K51805276__HCC515__trt_cp	temefos
BRD-A05352148	HA1E	trt_cp	BRD-A05352148__HA1E__trt_cp	ipratropium
BRD-K18618618	HCC515	trt_cp	BRD-K18618618__HCC515__trt_cp	cimetidine
BRD-K84658672	HCC515	trt_cp	BRD-K84658672__HCC515__trt_cp	nateglinide
BRD-K29582115	HEPG2	trt_cp	BRD-K29582115__HEPG2__trt_cp	ziprasidone
BRD-K99621550	A549	trt_cp	BRD-K99621550__A549__trt_cp	tubocurarine
BRD-K97440753	HEPG2	trt_cp	BRD-K97440753__HEPG2__trt_cp	dihydroergocristine
BRD-K43860855	HEPG2	trt_cp	BRD-K43860855__HEPG2__trt_cp	iobenguane
BRD-K32610195	HCC515	trt_cp	BRD-K32610195__HCC515__trt_cp	androstenedione
BRD-A10188456	PC3	trt_cp	BRD-A10188456__PC3__trt_cp	dexamethasone
BRD-K26657438	A549	trt_cp	BRD-K26657438__A549__trt_cp	imiquimod
BRD-A42423104	HT29	trt_cp	BRD-A42423104__HT29__trt_cp	benproperine
BRD-M47793593	PC3	trt_cp	BRD-M47793593__PC3__trt_cp	picrotoxin
BRD-K31534764	PC3	trt_cp	BRD-K31534764__PC3__trt_cp	fluvoxamine
BRD-A51714012	ASC	trt_cp	BRD-A51714012__ASC__trt_cp	venlafaxine
BRD-K04185004	ASC	trt_cp	BRD-K04185004__ASC__trt_cp	oxybuprocaine
BRD-A55815733	MCF7	trt_cp	BRD-A55815733__MCF7__trt_cp	phylloquinone
BRD-K50660797	MCF7	trt_cp	BRD-K50660797__MCF7__trt_cp	epicatechin
BRD-K69932463	HT29	trt_cp	BRD-K69932463__HT29__trt_cp	azd-8055
BRD-K49371609	HT29	trt_cp	BRD-K49371609__HT29__trt_cp	pik-75
BRD-K33106058	VCAP	trt_cp	BRD-K33106058__VCAP__trt_cp	cytarabine
BRD-K93034159	HT29	trt_cp	BRD-K93034159__HT29__trt_cp	cladribine
BRD-K33818169	HT29	trt_cp	BRD-K33818169__HT29__trt_cp	gw-3965
BRD-A25067867	PC3	trt_cp	BRD-A25067867__PC3__trt_cp	benzatropine
BRD-K81209512	HT29	trt_cp	BRD-K81209512__HT29__trt_cp	tyrphostin b48
BRD-K96670504	HT29	trt_cp	BRD-K96670504__HT29__trt_cp	lonidamine
BRD-K08316444	A375	trt_cp	BRD-K08316444__A375__trt_cp	rotenone
BRD-K82818427	VCAP	trt_cp	BRD-K82818427__VCAP__trt_cp	batimastat
BRD-K99451608	VCAP	trt_cp	BRD-K99451608__VCAP__trt_cp	lopinavir
BRD-K85266041	VCAP	trt_cp	BRD-K85266041__VCAP__trt_cp	fg-9041
BRD-K05737787	VCAP	trt_cp	BRD-K05737787__VCAP__trt_cp	isoeugenol
BRD-K60770992	VCAP	trt_cp	BRD-K60770992__VCAP__trt_cp	pergolide
BRD-A39172021	VCAP	trt_cp	BRD-A39172021__VCAP__trt_cp	ampiroxicam
BRD-K94649603	VCAP	trt_cp	BRD-K94649603__VCAP__trt_cp	taxifolin
BRD-K10995081	MCF7	trt_cp	BRD-K10995081__MCF7__trt_cp	perphenazine
BRD-K13356952	VCAP	trt_cp	BRD-K13356952__VCAP__trt_cp	methazolamide
BRD-A14208071	VCAP	trt_cp	BRD-A14208071__VCAP__trt_cp	oxyphenonium
BRD-K19295594	HCC515	trt_cp	BRD-K19295594__HCC515__trt_cp	gossypol
BRD-K91623615	NOMO1	trt_cp	BRD-K91623615__NOMO1__trt_cp	abt-751
BRD-A39172021	MCF7	trt_cp	BRD-A39172021__MCF7__trt_cp	ampiroxicam
BRD-K24023109	A549	trt_cp	BRD-K24023109__A549__trt_cp	diltiazem
BRD-K94353609	HCC515	trt_cp	BRD-K94353609__HCC515__trt_cp	fluocinolone
BRD-K79092138	HCC515	trt_cp	BRD-K79092138__HCC515__trt_cp	nitrofural
BRD-A23359898	PC3	trt_cp	BRD-A23359898__PC3__trt_cp	sibutramine
BRD-A99164655	HT29	trt_cp	BRD-A99164655__HT29__trt_cp	dihydrexidine
BRD-A26711594	U937	trt_cp	BRD-A26711594__U937__trt_cp	nicardipine
BRD-K14681867	NEU	trt_cp	BRD-K14681867__NEU__trt_cp	somatostatin
BRD-K84937637	NEU	trt_cp	BRD-K84937637__NEU__trt_cp	sirolimus
BRD-K57718010	PHH	trt_cp	BRD-K57718010__PHH__trt_cp	pentetrazol
BRD-A00546892	PHH	trt_cp	BRD-A00546892__PHH__trt_cp	biperiden
BRD-K47869605	SKB	trt_cp	BRD-K47869605__SKB__trt_cp	podofilox
BRD-K22503835	SKB	trt_cp	BRD-K22503835__SKB__trt_cp	scriptaid
BRD-K37865504	NEU	trt_cp	BRD-K37865504__NEU__trt_cp	ly-2183240
BRD-A19633847	H1299	trt_cp	BRD-A19633847__H1299__trt_cp	perhexiline
BRD-K22009844	HA1E	trt_cp	BRD-K22009844__HA1E__trt_cp	phenprobamate
BRD-A80017228	A549	trt_cp	BRD-A80017228__A549__trt_cp	bendroflumethiazide
BRD-K81651477	NCIH508	trt_cp	BRD-K81651477__NCIH508__trt_cp	parthenolide
BRD-A23359898	A549	trt_cp	BRD-A23359898__A549__trt_cp	sibutramine
BRD-A64125466	HEPG2	trt_cp	BRD-A64125466__HEPG2__trt_cp	dehydrocholic acid
BRD-A53131506	A549	trt_cp	BRD-A53131506__A549__trt_cp	epitestosterone
BRD-A36471396	A549	trt_cp	BRD-A36471396__A549__trt_cp	biperiden
BRD-A26095496	HEPG2	trt_cp	BRD-A26095496__HEPG2__trt_cp	clobetasol
BRD-K37694030	HA1E	trt_cp	BRD-K37694030__HA1E__trt_cp	doxepin
BRD-K46435977	A375	trt_cp	BRD-K46435977__A375__trt_cp	valaciclovir
BRD-A59985574	SKB	trt_cp	BRD-A59985574__SKB__trt_cp	topotecan
BRD-K09416995	A375	trt_cp	BRD-K09416995__A375__trt_cp	lovastatin
BRD-A70649075	HT29	trt_cp	BRD-A70649075__HT29__trt_cp	sulconazole
BRD-K20742498	ASC	trt_cp	BRD-K20742498__ASC__trt_cp	rs-39604
BRD-K35531059	SKB	trt_cp	BRD-K35531059__SKB__trt_cp	molsidomine
BRD-K74501079	A549	trt_cp	BRD-K74501079__A549__trt_cp	azithromycin
BRD-A07875874	HA1E	trt_cp	BRD-A07875874__HA1E__trt_cp	cilnidipine
BRD-K30097969	HEPG2	trt_cp	BRD-K30097969__HEPG2__trt_cp	pitavastatin
BRD-K13514097	MCF7	trt_cp	BRD-K13514097__MCF7__trt_cp	everolimus
BRD-A14395271	HA1E	trt_cp	BRD-A14395271__HA1E__trt_cp	mesoridazine
BRD-K19216856	HEPG2	trt_cp	BRD-K19216856__HEPG2__trt_cp	epigallocatechin
BRD-K46742498	A549	trt_cp	BRD-K46742498__A549__trt_cp	alosetron
BRD-K97514127	A549	trt_cp	BRD-K97514127__A549__trt_cp	vinorelbine
BRD-A75402480	A549	trt_cp	BRD-A75402480__A549__trt_cp	desoxycortone
BRD-K79425933	HEPG2	trt_cp	BRD-K79425933__HEPG2__trt_cp	benperidol
BRD-K67100011	HEPG2	trt_cp	BRD-K67100011__HEPG2__trt_cp	pivmecillinam
BRD-K02265150	HEPG2	trt_cp	BRD-K02265150__HEPG2__trt_cp	amoxapine
BRD-K22429181	HCC515	trt_cp	BRD-K22429181__HCC515__trt_cp	vitamin a
BRD-K19687926	HCC515	trt_cp	BRD-K19687926__HCC515__trt_cp	lapatinib
BRD-A84493640	PC3	trt_cp	BRD-A84493640__PC3__trt_cp	atovaquone
BRD-K17294426	PC3	trt_cp	BRD-K17294426__PC3__trt_cp	clebopride
BRD-K39983086	HT29	trt_cp	BRD-K39983086__HT29__trt_cp	loteprednol
BRD-K18855837	SKB	trt_cp	BRD-K18855837__SKB__trt_cp	varenicline
BRD-A25234499	ASC	trt_cp	BRD-A25234499__ASC__trt_cp	aminoglutethimide
BRD-K73589491	ASC	trt_cp	BRD-K73589491__ASC__trt_cp	nizatidine
BRD-A09056319	ASC	trt_cp	BRD-A09056319__ASC__trt_cp	alfuzosin
BRD-K52662033	ASC	trt_cp	BRD-K52662033__ASC__trt_cp	lidocaine
BRD-K10042277	NPC	trt_cp	BRD-K10042277__NPC__trt_cp	norclozapine
BRD-K92073408	NPC	trt_cp	BRD-K92073408__NPC__trt_cp	norethisterone
BRD-K30649484	A375	trt_cp	BRD-K30649484__A375__trt_cp	mafenide
BRD-K20482099	PC3	trt_cp	BRD-K20482099__PC3__trt_cp	rutin
BRD-K69690935	HT29	trt_cp	BRD-K69690935__HT29__trt_cp	curcumin
BRD-A42649439	HT29	trt_cp	BRD-A42649439__HT29__trt_cp	triciribine
BRD-K79425933	HT29	trt_cp	BRD-K79425933__HT29__trt_cp	benperidol
BRD-K67261995	HT29	trt_cp	BRD-K67261995__HT29__trt_cp	iodipamide
BRD-K42693031	HT29	trt_cp	BRD-K42693031__HT29__trt_cp	glimepiride
BRD-K54142781	HT29	trt_cp	BRD-K54142781__HT29__trt_cp	cirazoline
BRD-K40992116	HT29	trt_cp	BRD-K40992116__HT29__trt_cp	parachlorophenol
BRD-K67102207	VCAP	trt_cp	BRD-K67102207__VCAP__trt_cp	phenylbutyric acid
BRD-K52075040	PC3	trt_cp	BRD-K52075040__PC3__trt_cp	cerulenin
BRD-M64432851	HT29	trt_cp	BRD-M64432851__HT29__trt_cp	sunitinib
BRD-K51730347	VCAP	trt_cp	BRD-K51730347__VCAP__trt_cp	diphencyprone
BRD-K18618618	VCAP	trt_cp	BRD-K18618618__VCAP__trt_cp	cimetidine
BRD-K68558722	MCF7	trt_cp	BRD-K68558722__MCF7__trt_cp	deracoxib
BRD-K77390737	VCAP	trt_cp	BRD-K77390737__VCAP__trt_cp	xanthohumol
BRD-A06352418	VCAP	trt_cp	BRD-A06352418__VCAP__trt_cp	terfenadine
BRD-A70155556	NCIH2073	trt_cp	BRD-A70155556__NCIH2073__trt_cp	lovastatin
BRD-A63667919	HA1E	trt_cp	BRD-A63667919__HA1E__trt_cp	methylergometrine
BRD-K67511046	A549	trt_cp	BRD-K67511046__A549__trt_cp	naloxone
BRD-K87024524	HT29	trt_cp	BRD-K87024524__HT29__trt_cp	phenelzine
BRD-K32164935	SKB	trt_cp	BRD-K32164935__SKB__trt_cp	tolazamide
BRD-K20168442	HA1E	trt_cp	BRD-K20168442__HA1E__trt_cp	vecuronium
BRD-K23623876	A375	trt_cp	BRD-K23623876__A375__trt_cp	perflubutane
BRD-K42095107	A375	trt_cp	BRD-K42095107__A375__trt_cp	daidzein
BRD-A41555725	A549	trt_cp	BRD-A41555725__A549__trt_cp	chlortetracycline
BRD-K46211610	HA1E	trt_cp	BRD-K46211610__HA1E__trt_cp	tolazoline
BRD-K91509126	HA1E	trt_cp	BRD-K91509126__HA1E__trt_cp	piceatannol
BRD-K64800655	VCAP	trt_cp	BRD-K64800655__VCAP__trt_cp	pha-793887
BRD-K91509126	HCC515	trt_cp	BRD-K91509126__HCC515__trt_cp	piceatannol
BRD-K52459643	HCC515	trt_cp	BRD-K52459643__HCC515__trt_cp	alprostadil
BRD-K20168442	HCC515	trt_cp	BRD-K20168442__HCC515__trt_cp	vecuronium
BRD-M07438658	A549	trt_cp	BRD-M07438658__A549__trt_cp	lapatinib
BRD-K44497846	HA1E	trt_cp	BRD-K44497846__HA1E__trt_cp	enalapril
BRD-K55070890	HEPG2	trt_cp	BRD-K55070890__HEPG2__trt_cp	thiothixene
BRD-A13122391	HEPG2	trt_cp	BRD-A13122391__HEPG2__trt_cp	triptolide
BRD-M45964048	HCC515	trt_cp	BRD-M45964048__HCC515__trt_cp	verteporfin
BRD-A16332958	A549	trt_cp	BRD-A16332958__A549__trt_cp	modafinil
BRD-K50720187	HCC515	trt_cp	BRD-K50720187__HCC515__trt_cp	flupirtine
BRD-A79903587	PC3	trt_cp	BRD-A79903587__PC3__trt_cp	tegafur
BRD-K56957086	PHH	trt_cp	BRD-K56957086__PHH__trt_cp	dacinostat
BRD-K94294671	PHH	trt_cp	BRD-K94294671__PHH__trt_cp	osi-027
BRD-A97674275	NPC	trt_cp	BRD-A97674275__NPC__trt_cp	ranolazine
BRD-A43974499	ASC	trt_cp	BRD-A43974499__ASC__trt_cp	reboxetine
BRD-K30649484	VCAP	trt_cp	BRD-K30649484__VCAP__trt_cp	mafenide
BRD-K33818169	PC3	trt_cp	BRD-K33818169__PC3__trt_cp	gw-3965
BRD-K50660797	PC3	trt_cp	BRD-K50660797__PC3__trt_cp	epicatechin
BRD-A27554692	PC3	trt_cp	BRD-A27554692__PC3__trt_cp	altrenogest
BRD-K59469039	HT29	trt_cp	BRD-K59469039__HT29__trt_cp	tyrphostin ag 879
BRD-A91555231	A375	trt_cp	BRD-A91555231__A375__trt_cp	norepinephrine
BRD-A67605442	A375	trt_cp	BRD-A67605442__A375__trt_cp	sapropterin
BRD-K44276885	VCAP	trt_cp	BRD-K44276885__VCAP__trt_cp	acarbose
BRD-K38197229	VCAP	trt_cp	BRD-K38197229__VCAP__trt_cp	bumetanide
BRD-K89839824	PC3	trt_cp	BRD-K89839824__PC3__trt_cp	raltitrexed
BRD-K66956375	PC3	trt_cp	BRD-K66956375__PC3__trt_cp	oleic monoethanolamide
BRD-K15891719	PC3	trt_cp	BRD-K15891719__PC3__trt_cp	tenofovir
BRD-K18855837	PC3	trt_cp	BRD-K18855837__PC3__trt_cp	varenicline
BRD-A58955223	AGS	trt_cp	BRD-A58955223__AGS__trt_cp	sulforaphane
BRD-K28029915	A375	trt_cp	BRD-K28029915__A375__trt_cp	dolasetron
BRD-K70505054	VCAP	trt_cp	BRD-K70505054__VCAP__trt_cp	ranitidine
BRD-K43744935	VCAP	trt_cp	BRD-K43744935__VCAP__trt_cp	tamoxifen
BRD-K82818427	H1299	trt_cp	BRD-K82818427__H1299__trt_cp	batimastat
BRD-K67637637	A549	trt_cp	BRD-K67637637__A549__trt_cp	olopatadine
BRD-K04196797	MCF7	trt_cp	BRD-K04196797__MCF7__trt_cp	oxcarbazepine
BRD-K08845546	HCT116	trt_cp	BRD-K08845546__HCT116__trt_cp	tacrolimus
BRD-A71390734	NCIH508	trt_cp	BRD-A71390734__NCIH508__trt_cp	idarubicin
BRD-K78126613	SW480	trt_cp	BRD-K78126613__SW480__trt_cp	menadione
BRD-K07220430	HEPG2	trt_cp	BRD-K07220430__HEPG2__trt_cp	cinnarizine
BRD-K54790157	HA1E	trt_cp	BRD-K54790157__HA1E__trt_cp	trioxsalen
BRD-A67373739	U937	trt_cp	BRD-A67373739__U937__trt_cp	aica ribonucleotide
BRD-K53987533	SKB	trt_cp	BRD-K53987533__SKB__trt_cp	fluphenazine
BRD-K53414658	NOMO1	trt_cp	BRD-K53414658__NOMO1__trt_cp	tivozanib
BRD-A22897758	A375	trt_cp	BRD-A22897758__A375__trt_cp	pinacidil
BRD-K90733503	HA1E	trt_cp	BRD-K90733503__HA1E__trt_cp	cephalexin
BRD-A31374339	HA1E	trt_cp	BRD-A31374339__HA1E__trt_cp	fludarabine
BRD-K93332168	A549	trt_cp	BRD-K93332168__A549__trt_cp	isocarboxazid
BRD-K32107296	SW480	trt_cp	BRD-K32107296__SW480__trt_cp	temozolomide
BRD-K15563106	NCIH596	trt_cp	BRD-K15563106__NCIH596__trt_cp	phloretin
BRD-K13049116	NCIH596	trt_cp	BRD-K13049116__NCIH596__trt_cp	bms-754807
BRD-A13650332	HEPG2	trt_cp	BRD-A13650332__HEPG2__trt_cp	flucloxacillin
BRD-K42693031	HA1E	trt_cp	BRD-K42693031__HA1E__trt_cp	glimepiride
BRD-K75958195	A375	trt_cp	BRD-K75958195__A375__trt_cp	pizotifen
BRD-K99260425	ASC	trt_cp	BRD-K99260425__ASC__trt_cp	etodolac
BRD-K91699951	NPC	trt_cp	BRD-K91699951__NPC__trt_cp	benzonatate
BRD-K43887077	ASC	trt_cp	BRD-K43887077__ASC__trt_cp	dopamine
BRD-K59256312	PHH	trt_cp	BRD-K59256312__PHH__trt_cp	gabexate
BRD-A78322124	SKB	trt_cp	BRD-A78322124__SKB__trt_cp	dobutamine
BRD-K34034388	SKB	trt_cp	BRD-K34034388__SKB__trt_cp	gbr-12783
BRD-A08187463	HA1E	trt_cp	BRD-A08187463__HA1E__trt_cp	racecadotril
BRD-M45964048	HA1E	trt_cp	BRD-M45964048__HA1E__trt_cp	verteporfin
BRD-K27305650	A375	trt_cp	BRD-K27305650__A375__trt_cp	ly-294002
BRD-A19500257	HCC515	trt_cp	BRD-A19500257__HCC515__trt_cp	geldanamycin
BRD-A35588707	HCC515	trt_cp	BRD-A35588707__HCC515__trt_cp	teniposide
BRD-U97083655	HA1E	trt_cp	BRD-U97083655__HA1E__trt_cp	teicoplanin
BRD-K28761384	HCC515	trt_cp	BRD-K28761384__HCC515__trt_cp	zuclopenthixol
BRD-A48430263	HCC515	trt_cp	BRD-A48430263__HCC515__trt_cp	pioglitazone
BRD-A20589515	HEPG2	trt_cp	BRD-A20589515__HEPG2__trt_cp	dihydroxyphenylglycine
BRD-K65639003	PC3	trt_cp	BRD-K65639003__PC3__trt_cp	icariin
BRD-A71816415	PC3	trt_cp	BRD-A71816415__PC3__trt_cp	pravastatin
BRD-K12184916	VCAP	trt_cp	BRD-K12184916__VCAP__trt_cp	dactolisib
BRD-K51671335	HT29	trt_cp	BRD-K51671335__HT29__trt_cp	levosulpiride
BRD-A35519318	HT29	trt_cp	BRD-A35519318__HT29__trt_cp	benidipine
BRD-A16934955	PC3	trt_cp	BRD-A16934955__PC3__trt_cp	nalbuphine
BRD-A52282606	PC3	trt_cp	BRD-A52282606__PC3__trt_cp	lacidipine
BRD-K12219985	ASC	trt_cp	BRD-K12219985__ASC__trt_cp	glipizide
BRD-A04553218	ASC	trt_cp	BRD-A04553218__ASC__trt_cp	chlorpheniramine
BRD-K81709173	NPC	trt_cp	BRD-K81709173__NPC__trt_cp	halcinonide
BRD-K68507560	ASC	trt_cp	BRD-K68507560__ASC__trt_cp	dicyclomine
BRD-K68620903	ASC	trt_cp	BRD-K68620903__ASC__trt_cp	dydrogesterone
BRD-K79116891	A549	trt_cp	BRD-K79116891__A549__trt_cp	proparacaine
BRD-A69917777	VCAP	trt_cp	BRD-A69917777__VCAP__trt_cp	aminopentamide
BRD-K31283835	HT29	trt_cp	BRD-K31283835__HT29__trt_cp	tofacitinib
BRD-K27737647	HT29	trt_cp	BRD-K27737647__HT29__trt_cp	h-89
BRD-K56343971	VCAP	trt_cp	BRD-K56343971__VCAP__trt_cp	vemurafenib
BRD-K66707493	MCF7	trt_cp	BRD-K66707493__MCF7__trt_cp	lawsone
BRD-K99063460	VCAP	trt_cp	BRD-K99063460__VCAP__trt_cp	didanosine
BRD-K99260425	PC3	trt_cp	BRD-K99260425__PC3__trt_cp	etodolac
BRD-A54490543	VCAP	trt_cp	BRD-A54490543__VCAP__trt_cp	pirlindole
BRD-K28428262	VCAP	trt_cp	BRD-K28428262__VCAP__trt_cp	brivanib
BRD-K42635745	VCAP	trt_cp	BRD-K42635745__VCAP__trt_cp	suloctidil
BRD-K96134740	PC3	trt_cp	BRD-K96134740__PC3__trt_cp	kitasamycin
BRD-K42125900	NPC	trt_cp	BRD-K42125900__NPC__trt_cp	docetaxel
BRD-K99498722	ASC	trt_cp	BRD-K99498722__ASC__trt_cp	plinabulin
BRD-K35531059	MCF7	trt_cp	BRD-K35531059__MCF7__trt_cp	molsidomine
BRD-K20168442	A375	trt_cp	BRD-K20168442__A375__trt_cp	vecuronium
BRD-K10467831	A375	trt_cp	BRD-K10467831__A375__trt_cp	tibolone
BRD-K97863768	HA1E	trt_cp	BRD-K97863768__HA1E__trt_cp	protionamide
BRD-K32977963	A375	trt_cp	BRD-K32977963__A375__trt_cp	eugenol
BRD-A43974575	A375	trt_cp	BRD-A43974575__A375__trt_cp	tranylcypromine
BRD-K89152108	A375	trt_cp	BRD-K89152108__A375__trt_cp	liothyronine
BRD-A98431941	HT29	trt_cp	BRD-A98431941__HT29__trt_cp	ephedrine
BRD-U97083655	MCF7	trt_cp	BRD-U97083655__MCF7__trt_cp	teicoplanin
BRD-A09472452	HA1E	trt_cp	BRD-A09472452__HA1E__trt_cp	flecainide
BRD-K01638814	HEPG2	trt_cp	BRD-K01638814__HEPG2__trt_cp	rilmenidine
BRD-K70799801	HCC515	trt_cp	BRD-K70799801__HCC515__trt_cp	quinidine
BRD-A34205397	HCC515	trt_cp	BRD-A34205397__HCC515__trt_cp	suloctidil
BRD-A27554692	HCC515	trt_cp	BRD-A27554692__HCC515__trt_cp	altrenogest
BRD-K71103788	HCC515	trt_cp	BRD-K71103788__HCC515__trt_cp	duloxetine
BRD-K28936863	HCC515	trt_cp	BRD-K28936863__HCC515__trt_cp	ketotifen
BRD-K23913458	HCC515	trt_cp	BRD-K23913458__HCC515__trt_cp	coumarin
BRD-K55034111	A549	trt_cp	BRD-K55034111__A549__trt_cp	pefloxacin
