pert_id	cell_iname	pert_type	compound_id	drug_id
BRD-K12343256	TMD8	trt_cp	BRD-K12343256__TMD8__trt_cp	trametinib
BRD-K43002773	K562	trt_cp	BRD-K43002773__K562__trt_cp	ipatasertib
BRD-K54997624	BJAB	trt_cp	BRD-K54997624__BJAB__trt_cp	alpelisib
BRD-K52751261	NALM6	trt_cp	BRD-K52751261__NALM6__trt_cp	tak-715
BRD-K12184916	NALM6	trt_cp	BRD-K12184916__NALM6__trt_cp	dactolisib
BRD-K13646352	OCILY3	trt_cp	BRD-K13646352__OCILY3__trt_cp	midostaurin
BRD-K67844266	BJAB	trt_cp	BRD-K67844266__BJAB__trt_cp	pevonedistat
BRD-K99749624	TMD8	trt_cp	BRD-K99749624__TMD8__trt_cp	linifanib
BRD-K13662825	OCILY3	trt_cp	BRD-K13662825__OCILY3__trt_cp	dinaciclib
BRD-K85402309	NALM6	trt_cp	BRD-K85402309__NALM6__trt_cp	dovitinib
BRD-K74514084	BJAB	trt_cp	BRD-K74514084__BJAB__trt_cp	pazopanib
BRD-K68065987	TMD8	trt_cp	BRD-K68065987__TMD8__trt_cp	mk-2206
BRD-K24666289	TMD8	trt_cp	BRD-K24666289__TMD8__trt_cp	copanlisib
BRD-K78431006	THP1	trt_cp	BRD-K78431006__THP1__trt_cp	crizotinib
BRD-K24666289	SKMEL5	trt_cp	BRD-K24666289__SKMEL5__trt_cp	copanlisib
BRD-K03390685	OCILY19	trt_cp	BRD-K03390685__OCILY19__trt_cp	cobimetinib
BRD-A75409952	K562	trt_cp	BRD-A75409952__K562__trt_cp	wortmannin
BRD-K13646352	BJAB	trt_cp	BRD-K13646352__BJAB__trt_cp	midostaurin
BRD-K68065987	BJAB	trt_cp	BRD-K68065987__BJAB__trt_cp	mk-2206
BRD-K13514097	KMS34	trt_cp	BRD-K13514097__KMS34__trt_cp	everolimus
BRD-K12184916	KMS34	trt_cp	BRD-K12184916__KMS34__trt_cp	dactolisib
BRD-K57080016	NALM6	trt_cp	BRD-K57080016__NALM6__trt_cp	selumetinib
BRD-K78431006	KMS34	trt_cp	BRD-K78431006__KMS34__trt_cp	crizotinib
BRD-A75409952	OCILY19	trt_cp	BRD-A75409952__OCILY19__trt_cp	wortmannin
BRD-K99749624	NALM6	trt_cp	BRD-K99749624__NALM6__trt_cp	linifanib
BRD-K60866521	KMS34	trt_cp	BRD-K60866521__KMS34__trt_cp	idelalisib
BRD-K74514084	K562	trt_cp	BRD-K74514084__K562__trt_cp	pazopanib
BRD-K85402309	K562	trt_cp	BRD-K85402309__K562__trt_cp	dovitinib
BRD-K99749624	HBL1	trt_cp	BRD-K99749624__HBL1__trt_cp	linifanib
BRD-K67844266	THP1	trt_cp	BRD-K67844266__THP1__trt_cp	pevonedistat
BRD-K88510285	SKMEL5	trt_cp	BRD-K88510285__SKMEL5__trt_cp	bortezomib
BRD-K53581288	THP1	trt_cp	BRD-K53581288__THP1__trt_cp	baricitinib
BRD-K13646352	NALM6	trt_cp	BRD-K13646352__NALM6__trt_cp	midostaurin
BRD-K79404599	KMS34	trt_cp	BRD-K79404599__KMS34__trt_cp	enzastaurin
BRD-K88510285	OCILY19	trt_cp	BRD-K88510285__OCILY19__trt_cp	bortezomib
BRD-K13646352	OCILY10	trt_cp	BRD-K13646352__OCILY10__trt_cp	midostaurin
BRD-K12184916	SKMEL5	trt_cp	BRD-K12184916__SKMEL5__trt_cp	dactolisib
BRD-K57080016	OCILY3	trt_cp	BRD-K57080016__OCILY3__trt_cp	selumetinib
BRD-K20285085	KMS34	trt_cp	BRD-K20285085__KMS34__trt_cp	fostamatinib
BRD-K16761703	K562	trt_cp	BRD-K16761703__K562__trt_cp	sotrastaurin
BRD-K07310275	NALM6	trt_cp	BRD-K07310275__NALM6__trt_cp	pf-04691502
BRD-K65928735	OCILY19	trt_cp	BRD-K65928735__OCILY19__trt_cp	azd-1480
BRD-K12343256	THP1	trt_cp	BRD-K12343256__THP1__trt_cp	trametinib
BRD-K43002773	TMD8	trt_cp	BRD-K43002773__TMD8__trt_cp	ipatasertib
BRD-K79404599	MINO	trt_cp	BRD-K79404599__MINO__trt_cp	enzastaurin
BRD-K03390685	NALM6	trt_cp	BRD-K03390685__NALM6__trt_cp	cobimetinib
BRD-K07310275	KMS34	trt_cp	BRD-K07310275__KMS34__trt_cp	pf-04691502
BRD-A79768653	KMS34	trt_cp	BRD-A79768653__KMS34__trt_cp	sirolimus
BRD-K21680192	KMS34	trt_cp	BRD-K21680192__KMS34__trt_cp	mitoxantrone
BRD-K79404599	NALM6	trt_cp	BRD-K79404599__NALM6__trt_cp	enzastaurin
BRD-K66175015	OCILY19	trt_cp	BRD-K66175015__OCILY19__trt_cp	afatinib
BRD-K74514084	OCILY19	trt_cp	BRD-K74514084__OCILY19__trt_cp	pazopanib
BRD-K53581288	K562	trt_cp	BRD-K53581288__K562__trt_cp	baricitinib
BRD-K81418486	K562	trt_cp	BRD-K81418486__K562__trt_cp	vorinostat
BRD-K20285085	OCILY3	trt_cp	BRD-K20285085__OCILY3__trt_cp	fostamatinib
BRD-K24666289	HBL1	trt_cp	BRD-K24666289__HBL1__trt_cp	copanlisib
BRD-K13662825	KMS34	trt_cp	BRD-K13662825__KMS34__trt_cp	dinaciclib
BRD-K20285085	OCILY19	trt_cp	BRD-K20285085__OCILY19__trt_cp	fostamatinib
BRD-K49456274	NALM6	trt_cp	BRD-K49456274__NALM6__trt_cp	pilaralisib
BRD-K85402309	TMD8	trt_cp	BRD-K85402309__TMD8__trt_cp	dovitinib
BRD-K12343256	K562	trt_cp	BRD-K12343256__K562__trt_cp	trametinib
BRD-K24666289	BJAB	trt_cp	BRD-K24666289__BJAB__trt_cp	copanlisib
BRD-K60866521	BJAB	trt_cp	BRD-K60866521__BJAB__trt_cp	idelalisib
BRD-K66175015	TMD8	trt_cp	BRD-K66175015__TMD8__trt_cp	afatinib
BRD-K13662825	MINO	trt_cp	BRD-K13662825__MINO__trt_cp	dinaciclib
BRD-A17883755	SKMEL5	trt_cp	BRD-A17883755__SKMEL5__trt_cp	lenalidomide
BRD-A17883755	BJAB	trt_cp	BRD-A17883755__BJAB__trt_cp	lenalidomide
BRD-K49456274	OCILY3	trt_cp	BRD-K49456274__OCILY3__trt_cp	pilaralisib
BRD-K66175015	OCILY3	trt_cp	BRD-K66175015__OCILY3__trt_cp	afatinib
BRD-K50168500	HBL1	trt_cp	BRD-K50168500__HBL1__trt_cp	canertinib
BRD-K20285085	K562	trt_cp	BRD-K20285085__K562__trt_cp	fostamatinib
BRD-K54997624	K562	trt_cp	BRD-K54997624__K562__trt_cp	alpelisib
BRD-K60866521	OCILY19	trt_cp	BRD-K60866521__OCILY19__trt_cp	idelalisib
BRD-K54997624	THP1	trt_cp	BRD-K54997624__THP1__trt_cp	alpelisib
BRD-K52751261	BJAB	trt_cp	BRD-K52751261__BJAB__trt_cp	tak-715
BRD-K85402309	OCILY3	trt_cp	BRD-K85402309__OCILY3__trt_cp	dovitinib
BRD-K13514097	OCILY3	trt_cp	BRD-K13514097__OCILY3__trt_cp	everolimus
BRD-K85402309	KMS34	trt_cp	BRD-K85402309__KMS34__trt_cp	dovitinib
BRD-K65928735	K562	trt_cp	BRD-K65928735__K562__trt_cp	azd-1480
BRD-A17883755	THP1	trt_cp	BRD-A17883755__THP1__trt_cp	lenalidomide
BRD-K68065987	K562	trt_cp	BRD-K68065987__K562__trt_cp	mk-2206
BRD-K57080016	TMD8	trt_cp	BRD-K57080016__TMD8__trt_cp	selumetinib
BRD-K24666289	KMS34	trt_cp	BRD-K24666289__KMS34__trt_cp	copanlisib
BRD-K65928735	SKMEL5	trt_cp	BRD-K65928735__SKMEL5__trt_cp	azd-1480
BRD-K85402309	OCILY10	trt_cp	BRD-K85402309__OCILY10__trt_cp	dovitinib
BRD-K49456274	TMD8	trt_cp	BRD-K49456274__TMD8__trt_cp	pilaralisib
BRD-K88510285	HBL1	trt_cp	BRD-K88510285__HBL1__trt_cp	bortezomib
BRD-K07310275	MINO	trt_cp	BRD-K07310275__MINO__trt_cp	pf-04691502
BRD-K99749624	BJAB	trt_cp	BRD-K99749624__BJAB__trt_cp	linifanib
BRD-A99117172	OCILY3	trt_cp	BRD-A99117172__OCILY3__trt_cp	hydroxychloroquine
BRD-K68065987	SKMEL5	trt_cp	BRD-K68065987__SKMEL5__trt_cp	mk-2206
BRD-K53581288	BJAB	trt_cp	BRD-K53581288__BJAB__trt_cp	baricitinib
BRD-K78431006	BJAB	trt_cp	BRD-K78431006__BJAB__trt_cp	crizotinib
BRD-K43002773	HBL1	trt_cp	BRD-K43002773__HBL1__trt_cp	ipatasertib
BRD-K43002773	OCILY3	trt_cp	BRD-K43002773__OCILY3__trt_cp	ipatasertib
BRD-K67844266	SKMEL5	trt_cp	BRD-K67844266__SKMEL5__trt_cp	pevonedistat
BRD-K78692225	MCF10A	trt_cp	BRD-K78692225__MCF10A__trt_cp	leflunomide
BRD-A55748233	A549	trt_cp	BRD-A55748233__A549__trt_cp	benzoin
BRD-K74190368	HEPG2	trt_cp	BRD-K74190368__HEPG2__trt_cp	resorcinol
BRD-K88429204	HEPG2	trt_cp	BRD-K88429204__HEPG2__trt_cp	pyrimethamine
BRD-A31158127	HA1E	trt_cp	BRD-A31158127__HA1E__trt_cp	calcipotriol
BRD-K87202646	HEPG2	trt_cp	BRD-K87202646__HEPG2__trt_cp	isoniazid
BRD-K46493214	A549	trt_cp	BRD-K46493214__A549__trt_cp	saccharin
BRD-K88145757	MCF10A	trt_cp	BRD-K88145757__MCF10A__trt_cp	tributyltin
BRD-A04553218	MCF10A	trt_cp	BRD-A04553218__MCF10A__trt_cp	chlorpheniramine
BRD-K17894950	MCF10A	trt_cp	BRD-K17894950__MCF10A__trt_cp	indirubin
BRD-K49060658	HA1E	trt_cp	BRD-K49060658__HA1E__trt_cp	anethole
BRD-K32164935	HEPG2	trt_cp	BRD-K32164935__HEPG2__trt_cp	tolazamide
BRD-K55260056	MCF10A	trt_cp	BRD-K55260056__MCF10A__trt_cp	lg-100268
BRD-K88145757	MCF7	trt_cp	BRD-K88145757__MCF7__trt_cp	tributyltin
BRD-K47119147	HEPG2	trt_cp	BRD-K47119147__HEPG2__trt_cp	mannitol
BRD-K68432770	A549	trt_cp	BRD-K68432770__A549__trt_cp	ampicillin
BRD-K88145757	PC3	trt_cp	BRD-K88145757__PC3__trt_cp	tributyltin
BRD-K04368295	PC3	trt_cp	BRD-K04368295__PC3__trt_cp	benzofuran
BRD-K78578876	HEPG2	trt_cp	BRD-K78578876__HEPG2__trt_cp	n,n-dimethylformamide
BRD-K93754473	HEPG2	trt_cp	BRD-K93754473__HEPG2__trt_cp	tamoxifen
BRD-K87070823	HEPG2	trt_cp	BRD-K87070823__HEPG2__trt_cp	acetamide
BRD-K41494493	MCF10A	trt_cp	BRD-K41494493__MCF10A__trt_cp	bisphenol a
BRD-A34788695	MCF10A	trt_cp	BRD-A34788695__MCF10A__trt_cp	tetracycline
BRD-K08316444	HEPG2	trt_cp	BRD-K08316444__HEPG2__trt_cp	rotenone
BRD-K09631521	MCF10A	trt_cp	BRD-K09631521__MCF10A__trt_cp	thiotepa
BRD-A31158127	PC3	trt_cp	BRD-A31158127__PC3__trt_cp	calcipotriol
BRD-K18910433	MCF10A	trt_cp	BRD-K18910433__MCF10A__trt_cp	estradiol
BRD-A85648045	HA1E	trt_cp	BRD-A85648045__HA1E__trt_cp	vinblastine
BRD-A85648045	PC3	trt_cp	BRD-A85648045__PC3__trt_cp	vinblastine
BRD-A34788695	HEPG2	trt_cp	BRD-A34788695__HEPG2__trt_cp	tetracycline
BRD-A78971512	HA1E	trt_cp	BRD-A78971512__HA1E__trt_cp	calcifediol
BRD-K74793820	PC3	trt_cp	BRD-K74793820__PC3__trt_cp	vincristine
BRD-K64994968	MCF10A	trt_cp	BRD-K64994968__MCF10A__trt_cp	progesterone
BRD-K17849083	MCF10A	trt_cp	BRD-K17849083__MCF10A__trt_cp	tranilast
BRD-K41494493	PC3	trt_cp	BRD-K41494493__PC3__trt_cp	bisphenol a
BRD-A55962179	MCF10A	trt_cp	BRD-A55962179__MCF10A__trt_cp	omeprazole
BRD-A35258977	HA1E	trt_cp	BRD-A35258977__HA1E__trt_cp	mannitol
BRD-K76927775	MCF10A	trt_cp	BRD-K76927775__MCF10A__trt_cp	nitrofurantoin
BRD-K04368295	MCF10A	trt_cp	BRD-K04368295__MCF10A__trt_cp	benzofuran
BRD-K81418486	MCF10A	trt_cp	BRD-K81418486__MCF10A__trt_cp	vorinostat
BRD-K11433652	HEPG2	trt_cp	BRD-K11433652__HEPG2__trt_cp	acetylsalicylic acid
BRD-K18910433	HA1E	trt_cp	BRD-K18910433__HA1E__trt_cp	estradiol
BRD-A73635141	PC3	trt_cp	BRD-A73635141__PC3__trt_cp	hydrocortisone
BRD-K35458079	MCF10A	trt_cp	BRD-K35458079__MCF10A__trt_cp	edaravone
BRD-K21680192	HEPG2	trt_cp	BRD-K21680192__HEPG2__trt_cp	mitoxantrone
BRD-K99792991	MCF10A	trt_cp	BRD-K99792991__MCF10A__trt_cp	hexachlorophene
BRD-K99792991	HEPG2	trt_cp	BRD-K99792991__HEPG2__trt_cp	hexachlorophene
BRD-K79092138	MCF10A	trt_cp	BRD-K79092138__MCF10A__trt_cp	nitrofural
BRD-K18472523	MCF10A	trt_cp	BRD-K18472523__MCF10A__trt_cp	beta-naphthoflavone
BRD-K96354014	HEPG2	trt_cp	BRD-K96354014__HEPG2__trt_cp	nifedipine
BRD-K44218819	HEPG2	trt_cp	BRD-K44218819__HEPG2__trt_cp	tryptamine
BRD-K47323024	HEPG2	trt_cp	BRD-K47323024__HEPG2__trt_cp	methapyrilene
BRD-K52960356	HEPG2	trt_cp	BRD-K52960356__HEPG2__trt_cp	acetohexamide
BRD-K83776863	MCF10A	trt_cp	BRD-K83776863__MCF10A__trt_cp	tryptophan
BRD-K87070823	PC3	trt_cp	BRD-K87070823__PC3__trt_cp	acetamide
BRD-A12832192	PC3	trt_cp	BRD-A12832192__PC3__trt_cp	streptozocin
BRD-K37846922	MCF10A	trt_cp	BRD-K37846922__MCF10A__trt_cp	3,3'-diindolylmethane
BRD-A02579693	HA1E	trt_cp	BRD-A02579693__HA1E__trt_cp	etoposide
BRD-K56940914	MCF10A	trt_cp	BRD-K56940914__MCF10A__trt_cp	cresol
BRD-A02579693	PC3	trt_cp	BRD-A02579693__PC3__trt_cp	etoposide
BRD-K99946902	HEPG2	trt_cp	BRD-K99946902__HEPG2__trt_cp	hexylresorcinol
BRD-K53790871	HEPG2	trt_cp	BRD-K53790871__HEPG2__trt_cp	triamcinolone
BRD-K77695569	HEPG2	trt_cp	BRD-K77695569__HEPG2__trt_cp	thiabendazole
BRD-A79903587	HEPG2	trt_cp	BRD-A79903587__HEPG2__trt_cp	tegafur
BRD-K72222507	HEPG2	trt_cp	BRD-K72222507__HEPG2__trt_cp	quinapril
BRD-K97746869	HEPG2	trt_cp	BRD-K97746869__HEPG2__trt_cp	chlorpropamide
BRD-K63682780	HEPG2	trt_cp	BRD-K63682780__HEPG2__trt_cp	cadmium
BRD-K81839095	MCF10A	trt_cp	BRD-K81839095__MCF10A__trt_cp	estrone
BRD-K38323065	MCF10A	trt_cp	BRD-K38323065__MCF10A__trt_cp	phenacetin
BRD-K46435528	HA1E	trt_cp	BRD-K46435528__HA1E__trt_cp	trichloroethylene
BRD-A75409952	MCF10A	trt_cp	BRD-A75409952__MCF10A__trt_cp	wortmannin
BRD-K88785477	HA1E	trt_cp	BRD-K88785477__HA1E__trt_cp	chloroform
BRD-K35458079	HEPG2	trt_cp	BRD-K35458079__HEPG2__trt_cp	edaravone
BRD-A07106394	PC3	trt_cp	BRD-A07106394__PC3__trt_cp	tryptophan
BRD-K95921201	MCF10A	trt_cp	BRD-K95921201__MCF10A__trt_cp	reserpine
BRD-K04368295	HEPG2	trt_cp	BRD-K04368295__HEPG2__trt_cp	benzofuran
BRD-K87070823	HA1E	trt_cp	BRD-K87070823__HA1E__trt_cp	acetamide
BRD-K97564742	HEPG2	trt_cp	BRD-K97564742__HEPG2__trt_cp	mepyramine
BRD-K23913458	HEPG2	trt_cp	BRD-K23913458__HEPG2__trt_cp	coumarin
BRD-K68346641	HEPG2	trt_cp	BRD-K68346641__HEPG2__trt_cp	amsacrine
BRD-K23779958	MCF10A	trt_cp	BRD-K23779958__MCF10A__trt_cp	dichlorvos
BRD-K38580127	A549	trt_cp	BRD-K38580127__A549__trt_cp	serotonin
BRD-A56621826	MCF10A	trt_cp	BRD-A56621826__MCF10A__trt_cp	oxytetracycline
BRD-A09722536	HA1E	trt_cp	BRD-A09722536__HA1E__trt_cp	cyclophosphamide
BRD-K13078532	HEPG2	trt_cp	BRD-K13078532__HEPG2__trt_cp	hydrochlorothiazide
BRD-A16754160	HA1E	trt_cp	BRD-A16754160__HA1E__trt_cp	ampicillin
BRD-A78971512	PC3	trt_cp	BRD-A78971512__PC3__trt_cp	calcifediol
BRD-K32164935	MCF10A	trt_cp	BRD-K32164935__MCF10A__trt_cp	tolazamide
BRD-K27062708	HA1E	trt_cp	BRD-K27062708__HA1E__trt_cp	chlorotrianisene
BRD-K41494493	A549	trt_cp	BRD-K41494493__A549__trt_cp	bisphenol a
BRD-K85883481	A549	trt_cp	BRD-K85883481__A549__trt_cp	prednisone
BRD-K41524689	A549	trt_cp	BRD-K41524689__A549__trt_cp	acetaminophen
BRD-A73635141	HA1E	trt_cp	BRD-A73635141__HA1E__trt_cp	hydrocortisone
BRD-K18472523	HEPG2	trt_cp	BRD-K18472523__HEPG2__trt_cp	beta-naphthoflavone
BRD-K29254801	A549	trt_cp	BRD-K29254801__A549__trt_cp	thiram
BRD-K47323024	A549	trt_cp	BRD-K47323024__A549__trt_cp	methapyrilene
BRD-K43880410	MCF10A	trt_cp	BRD-K43880410__MCF10A__trt_cp	pregnenolone
BRD-K38580127	HEPG2	trt_cp	BRD-K38580127__HEPG2__trt_cp	serotonin
BRD-K45330754	HEPG2	trt_cp	BRD-K45330754__HEPG2__trt_cp	diethylstilbestrol
BRD-A08200164	HA1E	trt_cp	BRD-A08200164__HA1E__trt_cp	melphalan
BRD-K24297741	PC3	trt_cp	BRD-K24297741__PC3__trt_cp	urethane
BRD-K88145757	HA1E	trt_cp	BRD-K88145757__HA1E__trt_cp	tributyltin
BRD-K68346641	MCF10A	trt_cp	BRD-K68346641__MCF10A__trt_cp	amsacrine
BRD-A74667430	MCF10A	trt_cp	BRD-A74667430__MCF10A__trt_cp	etodolac
BRD-K52960356	MCF10A	trt_cp	BRD-K52960356__MCF10A__trt_cp	acetohexamide
BRD-K30114692	HEPG2	trt_cp	BRD-K30114692__HEPG2__trt_cp	methenamine
BRD-K26875402	HEPG2	trt_cp	BRD-K26875402__HEPG2__trt_cp	cinnamaldehyde
BRD-K03406345	MCF10A	trt_cp	BRD-K03406345__MCF10A__trt_cp	azacitidine
BRD-A44008656	A549	trt_cp	BRD-A44008656__A549__trt_cp	doxylamine
BRD-K76289201	HEPG2	trt_cp	BRD-K76289201__HEPG2__trt_cp	cyclohexanone
BRD-A66229260	HA1E	trt_cp	BRD-A66229260__HA1E__trt_cp	calcitriol
BRD-K58685305	HA1E	trt_cp	BRD-K58685305__HA1E__trt_cp	emodin
BRD-K32744045	HEPG2	trt_cp	BRD-K32744045__HEPG2__trt_cp	disulfiram
BRD-A93291428	HA1E	trt_cp	BRD-A93291428__HA1E__trt_cp	oxymetholone
BRD-A55424491	HA1E	trt_cp	BRD-A55424491__HA1E__trt_cp	methotrexate
BRD-K73866522	PC3	trt_cp	BRD-K73866522__PC3__trt_cp	glycerin
BRD-K28667793	MCF10A	trt_cp	BRD-K28667793__MCF10A__trt_cp	pyrazinamide
BRD-K46435528	PC3	trt_cp	BRD-K46435528__PC3__trt_cp	trichloroethylene
BRD-K63682780	MCF10A	trt_cp	BRD-K63682780__MCF10A__trt_cp	cadmium
BRD-K57222227	MCF10A	trt_cp	BRD-K57222227__MCF10A__trt_cp	indomethacin
BRD-K71879491	MCF10A	trt_cp	BRD-K71879491__MCF10A__trt_cp	tretinoin
BRD-K45535217	MCF10A	trt_cp	BRD-K45535217__MCF10A__trt_cp	atrazine
BRD-K13032584	MCF10A	trt_cp	BRD-K13032584__MCF10A__trt_cp	procarbazine
BRD-K74793820	HA1E	trt_cp	BRD-K74793820__HA1E__trt_cp	vincristine
BRD-K49060658	PC3	trt_cp	BRD-K49060658__PC3__trt_cp	anethole
BRD-A58955223	MCF10A	trt_cp	BRD-A58955223__MCF10A__trt_cp	sulforaphane
BRD-K02404261	HEPG2	trt_cp	BRD-K02404261__HEPG2__trt_cp	caffeine
BRD-A08200164	PC3	trt_cp	BRD-A08200164__PC3__trt_cp	melphalan
BRD-A16746338	PC3	trt_cp	BRD-A16746338__PC3__trt_cp	podofilox
BRD-A23637604	HEPG2	trt_cp	BRD-A23637604__HEPG2__trt_cp	oxymetholone
BRD-A79479878	HA1E	trt_cp	BRD-A79479878__HA1E__trt_cp	testosterone
BRD-K83776863	A549	trt_cp	BRD-K83776863__A549__trt_cp	tryptophan
BRD-A49358627	HEPG2	trt_cp	BRD-A49358627__HEPG2__trt_cp	ciprofibrate
BRD-A23637604	MCF10A	trt_cp	BRD-A23637604__MCF10A__trt_cp	oxymetholone
BRD-K44218819	MCF10A	trt_cp	BRD-K44218819__MCF10A__trt_cp	tryptamine
BRD-A44008656	HEPG2	trt_cp	BRD-A44008656__HEPG2__trt_cp	doxylamine
BRD-K36452089	MCF10A	trt_cp	BRD-K36452089__MCF10A__trt_cp	t-butylhydroquinone
BRD-K66808046	A549	trt_cp	BRD-K66808046__A549__trt_cp	oxyquinoline
BRD-A12832192	HA1E	trt_cp	BRD-A12832192__HA1E__trt_cp	streptozocin
BRD-K28667793	HEPG2	trt_cp	BRD-K28667793__HEPG2__trt_cp	pyrazinamide
BRD-K29254801	MCF10A	trt_cp	BRD-K29254801__MCF10A__trt_cp	thiram
BRD-K46435528	A549	trt_cp	BRD-K46435528__A549__trt_cp	trichloroethylene
BRD-K57222227	HEPG2	trt_cp	BRD-K57222227__HEPG2__trt_cp	indomethacin
BRD-A88208128	HA1E	trt_cp	BRD-A88208128__HA1E__trt_cp	tetracycline
BRD-K54208592	HA1E	trt_cp	BRD-K54208592__HA1E__trt_cp	carbaryl
BRD-K81418486	HEPG2	trt_cp	BRD-K81418486__HEPG2__trt_cp	vorinostat
BRD-K17849083	HEPG2	trt_cp	BRD-K17849083__HEPG2__trt_cp	tranilast
BRD-K67217586	MCF10A	trt_cp	BRD-K67217586__MCF10A__trt_cp	fenthion
BRD-K47278471	HEPG2	trt_cp	BRD-K47278471__HEPG2__trt_cp	diphenhydramine
BRD-K66808046	MCF10A	trt_cp	BRD-K66808046__MCF10A__trt_cp	oxyquinoline
BRD-K24297741	MCF10A	trt_cp	BRD-K24297741__MCF10A__trt_cp	urethane
BRD-K58685305	A549	trt_cp	BRD-K58685305__A549__trt_cp	emodin
BRD-K01815685	PC3	trt_cp	BRD-K01815685__PC3__trt_cp	indole-3-carbinol
BRD-K30114692	A549	trt_cp	BRD-K30114692__A549__trt_cp	methenamine
BRD-K98162554	HEPG2	trt_cp	BRD-K98162554__HEPG2__trt_cp	iodoform
BRD-A74667430	HEPG2	trt_cp	BRD-A74667430__HEPG2__trt_cp	etodolac
BRD-K30114692	MCF10A	trt_cp	BRD-K30114692__MCF10A__trt_cp	methenamine
BRD-K24297741	HA1E	trt_cp	BRD-K24297741__HA1E__trt_cp	urethane
BRD-K96037667	HEPG2	trt_cp	BRD-K96037667__HEPG2__trt_cp	norethisterone
BRD-M07056525	HEPG2	trt_cp	BRD-M07056525__HEPG2__trt_cp	choline
BRD-A24186493	HEPG2	trt_cp	BRD-A24186493__HEPG2__trt_cp	norethynodrel
BRD-K08273968	MCF10A	trt_cp	BRD-K08273968__MCF10A__trt_cp	griseofulvin
BRD-K85119730	HEPG2	trt_cp	BRD-K85119730__HEPG2__trt_cp	tolbutamide
BRD-K38323065	HEPG2	trt_cp	BRD-K38323065__HEPG2__trt_cp	phenacetin
BRD-K52020312	MCF10A	trt_cp	BRD-K52020312__MCF10A__trt_cp	metronidazole
BRD-K90027355	MCF10A	trt_cp	BRD-K90027355__MCF10A__trt_cp	spironolactone
BRD-K85883481	HEPG2	trt_cp	BRD-K85883481__HEPG2__trt_cp	prednisone
BRD-A93291428	PC3	trt_cp	BRD-A93291428__PC3__trt_cp	oxymetholone
BRD-K74190368	MCF10A	trt_cp	BRD-K74190368__MCF10A__trt_cp	resorcinol
BRD-K67217586	HEPG2	trt_cp	BRD-K67217586__HEPG2__trt_cp	fenthion
BRD-K58685305	MCF10A	trt_cp	BRD-K58685305__MCF10A__trt_cp	emodin
BRD-K07572174	MCF10A	trt_cp	BRD-K07572174__MCF10A__trt_cp	curcumin
BRD-K43880410	HEPG2	trt_cp	BRD-K43880410__HEPG2__trt_cp	pregnenolone
BRD-K08316444	MCF10A	trt_cp	BRD-K08316444__MCF10A__trt_cp	rotenone
BRD-K87827419	HEPG2	trt_cp	BRD-K87827419__HEPG2__trt_cp	melphalan
BRD-K38580127	MCF10A	trt_cp	BRD-K38580127__MCF10A__trt_cp	serotonin
BRD-K02404261	MCF10A	trt_cp	BRD-K02404261__MCF10A__trt_cp	caffeine
BRD-A55748233	HEPG2	trt_cp	BRD-A55748233__HEPG2__trt_cp	benzoin
BRD-K73866522	HA1E	trt_cp	BRD-K73866522__HA1E__trt_cp	glycerin
BRD-K54208592	PC3	trt_cp	BRD-K54208592__PC3__trt_cp	carbaryl
BRD-K46493214	HEPG2	trt_cp	BRD-K46493214__HEPG2__trt_cp	saccharin
BRD-K88785477	PC3	trt_cp	BRD-K88785477__PC3__trt_cp	chloroform
BRD-A83815268	HA1E	trt_cp	BRD-A83815268__HA1E__trt_cp	silibinin
BRD-K74225533	HEPG2	trt_cp	BRD-K74225533__HEPG2__trt_cp	beta carotene
BRD-K87202646	MCF10A	trt_cp	BRD-K87202646__MCF10A__trt_cp	isoniazid
BRD-A19500257	HEPG2	trt_cp	BRD-A19500257__HEPG2__trt_cp	geldanamycin
BRD-K83776863	HEPG2	trt_cp	BRD-K83776863__HEPG2__trt_cp	tryptophan
BRD-A21490874	PC3	trt_cp	BRD-A21490874__PC3__trt_cp	fluoxymesterone
BRD-K15916496	HEPG2	trt_cp	BRD-K15916496__HEPG2__trt_cp	clotrimazole
BRD-K41731458	HEPG2	trt_cp	BRD-K41731458__HEPG2__trt_cp	triclosan
BRD-K73381542	HEPG2	trt_cp	BRD-K73381542__HEPG2__trt_cp	phenylephrine
BRD-K04368295	A549	trt_cp	BRD-K04368295__A549__trt_cp	benzofuran
BRD-A88939772	PC3	trt_cp	BRD-A88939772__PC3__trt_cp	estriol
BRD-K32744045	MCF10A	trt_cp	BRD-K32744045__MCF10A__trt_cp	disulfiram
BRD-K11433652	A549	trt_cp	BRD-K11433652__A549__trt_cp	acetylsalicylic acid
BRD-A08200164	MCF10A	trt_cp	BRD-A08200164__MCF10A__trt_cp	melphalan
BRD-A16754160	PC3	trt_cp	BRD-A16754160__PC3__trt_cp	ampicillin
BRD-A56621826	HEPG2	trt_cp	BRD-A56621826__HEPG2__trt_cp	oxytetracycline
BRD-K41494493	HA1E	trt_cp	BRD-K41494493__HA1E__trt_cp	bisphenol a
BRD-K47323024	PC3	trt_cp	BRD-K47323024__PC3__trt_cp	methapyrilene
BRD-K50859149	HEPG2	trt_cp	BRD-K50859149__HEPG2__trt_cp	sulfisoxazole
BRD-A88939772	MCF10A	trt_cp	BRD-A88939772__MCF10A__trt_cp	estriol
BRD-K22685337	MCF10A	trt_cp	BRD-K22685337__MCF10A__trt_cp	roxarsone
