pert_id	drug_id	moa
BRD-K84091759	candesartan	Angiotensin receptor antagonist
BRD-K67977190	eprosartan	Angiotensin receptor antagonist
BRD-K60038276	irbesartan	Angiotensin receptor antagonist
BRD-K76205745	losartan	Angiotensin receptor antagonist
BRD-K66198023	losartan	Angiotensin receptor antagonist
BRD-K73999723	telmisartan	Angiotensin receptor antagonist
BRD-K45158365	valsartan	Angiotensin receptor antagonist
BRD-A14792000	valsartan	Angiotensin receptor antagonist
BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist
BRD-K16508793	diazepam	Benzodiazepine receptor agonist
BRD-K68232413	etizolam	Benzodiazepine receptor agonist
BRD-K90948141	indiplon	Benzodiazepine receptor agonist
BRD-A11990600	lorazepam	Benzodiazepine receptor agonist
BRD-K57930253	nitrazepam	Benzodiazepine receptor agonist
BRD-K92657060	zaleplon	Benzodiazepine receptor agonist
BRD-K33882852	zk-93423	Benzodiazepine receptor agonist
BRD-K44876623	zolpidem	Benzodiazepine receptor agonist
BRD-A16311756	profenamine	Butyrylcholinesterase inhibitor
BRD-K13296708	rimonabant	Cannabinoid receptor antagonist
BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
BRD-A53561827	pipenzolate	Cholinergic receptor antagonist
BRD-A16311756	profenamine	Cholinergic receptor antagonist
BRD-K55026842	azacitidine	DNA methyltransferase inhibitor
BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
BRD-A11263757	azacitidine	DNA methyltransferase inhibitor
BRD-K79254416	decitabine	DNA methyltransferase inhibitor
BRD-K32744045	disulfiram	DNA methyltransferase inhibitor
BRD-K87714311	zebularine	DNA methyltransferase inhibitor
BRD-A01145011	zebularine	DNA methyltransferase inhibitor
BRD-K43578482	defactinib	Focal adhesion kinase inhibitor
BRD-A07893380	vigabatrin	GABA aminotransferase inhibitor
BRD-K47635719	dexamethasone	Glucocorticoid receptor agonist
BRD-K60640630	mometasone	Glucocorticoid receptor agonist
BRD-K61496577	flumethasone	Glucocorticoid receptor agonist
BRD-A90131694	alclometasone	Glucocorticoid receptor agonist
BRD-A63934767	alclometasone	Glucocorticoid receptor agonist
BRD-K45149020	amcinonide	Glucocorticoid receptor agonist
BRD-A36010170	amcinonide	Glucocorticoid receptor agonist
BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
BRD-K39188321	betamethasone	Glucocorticoid receptor agonist
BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
BRD-A34299591	budesonide	Glucocorticoid receptor agonist
BRD-A58753560	budesonide	Glucocorticoid receptor agonist
BRD-A60571864	budesonide	Glucocorticoid receptor agonist
BRD-A82238138	budesonide	Glucocorticoid receptor agonist
BRD-K35245662	ciclesonide	Glucocorticoid receptor agonist
BRD-K10799896	clobetasol	Glucocorticoid receptor agonist
BRD-K84443303	clobetasol	Glucocorticoid receptor agonist
BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
BRD-A63894585	clobetasol	Glucocorticoid receptor agonist
BRD-K81925854	clocortolone	Glucocorticoid receptor agonist
BRD-K53342282	hydrocortisone	Glucocorticoid receptor agonist
BRD-K96006502	deflazacort	Glucocorticoid receptor agonist
BRD-K45192137	dexamethasone	Glucocorticoid receptor agonist
BRD-K38775274	dexamethasone	Glucocorticoid receptor agonist
BRD-K30207000	dexamethasone	Glucocorticoid receptor agonist
BRD-A10188456	dexamethasone	Glucocorticoid receptor agonist
BRD-A69951442	dexamethasone	Glucocorticoid receptor agonist
BRD-K00835182	dexamethasone	Glucocorticoid receptor agonist
BRD-A35108200	dexamethasone	Glucocorticoid receptor agonist
BRD-K17041687	diflorasone	Glucocorticoid receptor agonist
BRD-K17674993	diflorasone	Glucocorticoid receptor agonist
BRD-A01346607	flumethasone	Glucocorticoid receptor agonist
BRD-A59943784	fluticasone	Glucocorticoid receptor agonist
BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
BRD-K11469942	fluticasone	Glucocorticoid receptor agonist
BRD-K81709173	halcinonide	Glucocorticoid receptor agonist
BRD-K71451869	halcinonide	Glucocorticoid receptor agonist
BRD-A88138582	halcinonide	Glucocorticoid receptor agonist
BRD-K33312228	halometasone	Glucocorticoid receptor agonist
BRD-A75172220	hydrocortisone	Glucocorticoid receptor agonist
BRD-K93568044	hydrocortisone	Glucocorticoid receptor agonist
BRD-K73978287	hydrocortisone	Glucocorticoid receptor agonist
BRD-A73635141	hydrocortisone	Glucocorticoid receptor agonist
BRD-K01014769	isoflupredone	Glucocorticoid receptor agonist
BRD-K39983086	loteprednol	Glucocorticoid receptor agonist
BRD-K56515112	medrysone	Glucocorticoid receptor agonist
BRD-K13688115	medrysone	Glucocorticoid receptor agonist
BRD-A20126139	medrysone	Glucocorticoid receptor agonist
BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist
BRD-A53176877	methylprednisolone	Glucocorticoid receptor agonist
BRD-K92310201	mometasone	Glucocorticoid receptor agonist
BRD-K87990216	piretanide	Glucocorticoid receptor agonist
BRD-K82624463	prednisone	Glucocorticoid receptor agonist
BRD-K85883481	prednisone	Glucocorticoid receptor agonist
BRD-A62525898	prednisone	Glucocorticoid receptor agonist
BRD-K27218697	rimexolone	Glucocorticoid receptor agonist
BRD-K31627533	rimexolone	Glucocorticoid receptor agonist
BRD-K77554836	triamcinolone	Glucocorticoid receptor agonist
BRD-K23714869	triamcinolone	Glucocorticoid receptor agonist
BRD-A37780065	triamcinolone	Glucocorticoid receptor agonist
BRD-A30717181	triamcinolone	Glucocorticoid receptor agonist
BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
BRD-A80775386	hyperforin	Interleukin receptor antagonist
BRD-K72816382	cinalukast	Leukotriene receptor antagonist
BRD-K16444452	ibudilast	Leukotriene receptor antagonist
BRD-K28936863	ketotifen	Leukotriene receptor antagonist
BRD-K69470111	montelukast	Leukotriene receptor antagonist
BRD-K99673372	montelukast	Leukotriene receptor antagonist
BRD-A31312900	montelukast	Leukotriene receptor antagonist
BRD-K97045029	pranlukast	Leukotriene receptor antagonist
BRD-K71289571	zafirlukast	Leukotriene receptor antagonist
BRD-K55055802	etomidate	Membrane permeability inhibitor
BRD-A51831848	enflurane	Membrane permeability inhibitor
BRD-A54880345	etomidate	Membrane permeability inhibitor
BRD-K06152156	methoxyflurane	Membrane permeability inhibitor
BRD-K25114078	pimagedine	Nitric oxide synthase inhibitor
BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
BRD-K97530723	melatonin	Nitric oxide synthase inhibitor
BRD-A67605442	sapropterin	Nitric oxide synthase stimulant
BRD-K97399794	quercetin	Polar auxin transport inhibitor
BRD-K15502390	nevirapine	Reverse transcriptase inhibitor
BRD-K76617868	fasudil	Rho associated kinase inhibitor
BRD-K77793136	hydroxyfasudil	Rho associated kinase inhibitor
BRD-K53814070	ripasudil	Rho associated kinase inhibitor
BRD-K44084986	y-27632	Rho associated kinase inhibitor
BRD-A58280226	y-27632	Rho associated kinase inhibitor
BRD-K40496271	eltrombopag	Thrombopoietin receptor agonist
BRD-K67277431	picotamide	Thromboxane receptor antagonist
BRD-K30480208	torasemide	Thromboxane receptor antagonist
BRD-K37385792	conivaptan	Vasopressin receptor antagonist
BRD-K96720755	relcovaptan	Vasopressin receptor antagonist
BRD-A82035391	tolvaptan	Vasopressin receptor antagonist
BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
BRD-K56060837	serotonin	Growth factor receptor activator
BRD-K63124331	serotonin	Growth factor receptor activator
BRD-K38580127	serotonin	Growth factor receptor activator
BRD-A12881497	serotonin	Growth factor receptor activator
BRD-K07881437	danusertib	Growth factor receptor inhibitor
BRD-K23192422	lestaurtinib	Growth factor receptor inhibitor
BRD-A27376179	lestaurtinib	Growth factor receptor inhibitor
BRD-A90625545	clinofibrate	Lipase clearing factor inhibitor
BRD-K21396683	marimastat	Matrix metalloprotease inhibitor
BRD-A94793051	gestrinone	Progesterone receptor antagonist
BRD-K97472745	gestrinone	Progesterone receptor antagonist
BRD-K59850506	gestrinone	Progesterone receptor antagonist
BRD-K35189033	levonorgestrel	Progesterone receptor antagonist
BRD-K90543092	levonorgestrel	Progesterone receptor antagonist
BRD-K44094313	mifepristone	Progesterone receptor antagonist
BRD-K37270826	mifepristone	Progesterone receptor antagonist
BRD-A44780397	mifepristone	Progesterone receptor antagonist
BRD-K76197012	ulipristal	Progesterone receptor antagonist
BRD-K85406984	sobetirome	Thyroid hormone receptor agonist
BRD-K88366685	trimetazidine	3-ketoacyl CoA thiolase inhibitor
BRD-K74363950	aclidinium	Acetylcholine receptor antagonist
BRD-K60907894	adiphenine	Acetylcholine receptor antagonist
BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
BRD-M35773784	atropine	Acetylcholine receptor antagonist
BRD-A27290375	atropine	Acetylcholine receptor antagonist
BRD-A93739713	atropine	Acetylcholine receptor antagonist
BRD-K68804560	benzatropine	Acetylcholine receptor antagonist
BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
BRD-A00546892	biperiden	Acetylcholine receptor antagonist
BRD-A36471396	biperiden	Acetylcholine receptor antagonist
BRD-A99939097	carisoprodol	Acetylcholine receptor antagonist
BRD-A46066006	clidinium	Acetylcholine receptor antagonist
BRD-K95773607	darifenacin	Acetylcholine receptor antagonist
BRD-K68507560	dicyclomine	Acetylcholine receptor antagonist
BRD-K93441486	diphemanil	Acetylcholine receptor antagonist
BRD-A74975734	homatropine	Acetylcholine receptor antagonist
BRD-A39671870	homatropine	Acetylcholine receptor antagonist
BRD-A09539288	homatropine	Acetylcholine receptor antagonist
BRD-A37432947	ipratropium	Acetylcholine receptor antagonist
BRD-A07029265	ipratropium	Acetylcholine receptor antagonist
BRD-A96060515	ipratropium	Acetylcholine receptor antagonist
BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
BRD-K66206289	lobeline	Acetylcholine receptor antagonist
BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
BRD-A20119038	mecamylamine	Acetylcholine receptor antagonist
BRD-A03932035	methscopolamine	Acetylcholine receptor antagonist
BRD-A33711280	metixene	Acetylcholine receptor antagonist
BRD-K85337334	otilonium	Acetylcholine receptor antagonist
BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
BRD-A97479839	piperidolate	Acetylcholine receptor antagonist
BRD-K89375097	pirenzepine	Acetylcholine receptor antagonist
BRD-K90885812	propantheline	Acetylcholine receptor antagonist
BRD-K58951486	rocuronium	Acetylcholine receptor antagonist
BRD-A33973768	scopolamine	Acetylcholine receptor antagonist
BRD-K89923877	scopolamine	Acetylcholine receptor antagonist
BRD-A62035778	scopolamine	Acetylcholine receptor antagonist
BRD-A14566392	scopolamine	Acetylcholine receptor antagonist
BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
BRD-A09094913	strychnine	Acetylcholine receptor antagonist
BRD-K62782754	tiotropium	Acetylcholine receptor antagonist
BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
BRD-A48180038	trihexyphenidyl	Acetylcholine receptor antagonist
BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
BRD-K02607075	tubocurarine	Acetylcholine receptor antagonist
BRD-K99621550	tubocurarine	Acetylcholine receptor antagonist
BRD-K46692793	umeclidinium	Acetylcholine receptor antagonist
BRD-K61341215	vecuronium	Acetylcholine receptor antagonist
BRD-K20168442	vecuronium	Acetylcholine receptor antagonist
BRD-K31374463	vecuronium	Acetylcholine receptor antagonist
BRD-K94436377	diosmin	Aryl hydrocarbon receptor agonist
BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
BRD-K32842773	pemetrexed	Dihydrofolate reductase inhibitor
BRD-K55395145	pemetrexed	Dihydrofolate reductase inhibitor
BRD-A74914197	pralatrexate	Dihydrofolate reductase inhibitor
BRD-K01950558	succinylsulfathiazole	Dihydrofolate reductase inhibitor
BRD-K00911143	brexpiprazole	Dopamine receptor partial agonist
BRD-K08316444	rotenone	Mitochondrial complex I inhibitor
BRD-K02265150	amoxapine	Norepinephrine reputake inhibitor
BRD-K38436528	imipramine	Norepinephrine reputake inhibitor
BRD-K03319035	maprotiline	Norepinephrine reputake inhibitor
BRD-K25433859	maprotiline	Norepinephrine reputake inhibitor
BRD-K51033547	tramadol	Norepinephrine reputake inhibitor
BRD-K04412738	tramadol	Norepinephrine reputake inhibitor
BRD-A19195498	trimipramine	Norepinephrine reputake inhibitor
BRD-K53737926	amitriptyline	Norepinephrine reuptake inhibitor
BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
BRD-K71103788	duloxetine	Norepinephrine reuptake inhibitor
BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
BRD-K90789829	nefazodone	Norepinephrine reuptake inhibitor
BRD-A95696066	nisoxetine	Norepinephrine reuptake inhibitor
BRD-A51714012	venlafaxine	Norepinephrine reuptake inhibitor
BRD-A96292436	eflornithine	Ornithine decarboxylase inhibitor
BRD-K09711437	varespladib	Secretory phospholipase inhibitor
BRD-K29656036	mk-8245	Stearoyl-CoA desaturase inhibitor
BRD-K11973162	tipiracil	Thymidine phosphorylase inhibitor
BRD-K98769987	flumazenil	Benzodiazepine receptor antagonist
BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
BRD-K35189033	levonorgestrel	Glucocorticoid receptor antagonist
BRD-K90543092	levonorgestrel	Glucocorticoid receptor antagonist
BRD-K44094313	mifepristone	Glucocorticoid receptor antagonist
BRD-K37270826	mifepristone	Glucocorticoid receptor antagonist
BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
BRD-A97502381	cyanocobalamin	Methylmalonyl CoA mutase stimulant
BRD-A31836915	cyanocobalamin	Methylmalonyl CoA mutase stimulant
BRD-K91511962	desoxycortone	Mineralocorticoid receptor agonist
BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
BRD-K93034159	cladribine	Ribonucleoside reductase inhibitor
BRD-K34022604	clofarabine	Ribonucleoside reductase inhibitor
BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
BRD-K51747290	hydroxyurea	Ribonucleoside reductase inhibitor
BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor
BRD-K71847383	cytarabine	Ribonucleotide reductase inhibitor
BRD-A18929998	cytarabine	Ribonucleotide reductase inhibitor
BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
BRD-K83405785	pimavanserin	Serotonin receptor inverse agonist
BRD-K21806131	tegaserod	Serotonin receptor partial agonist
BRD-K37872686	tirofiban	Structural glycoprotein antagonist
BRD-K33818169	gw-3965	ABC transporter expression enhancer
BRD-A72024019	tunicamycin	GLCNAC phosphotransferase inhibitor
BRD-K10573841	tunicamycin	GLCNAC phosphotransferase inhibitor
BRD-K07572174	curcumin	Histone acetyltransferase inhibitor
BRD-K74148702	curcumin	Histone acetyltransferase inhibitor
BRD-K69690935	curcumin	Histone acetyltransferase inhibitor
BRD-K53597484	tnp-470	Methionine aminopeptidase inhibitor
BRD-A99367815	fumagillin	Methionine aminopeptidase inhibitor
BRD-A58955223	sulforaphane	Aryl hydrocarbon receptor antagonist
BRD-K35169477	taranabant	Cannabinoid receptor inverse agonist
BRD-K10671814	sulfaphenazole	Dihydropteroate synthetase inhibitor
BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
BRD-K01649396	indatraline	Norepinephrine transporter inhibitor
BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
BRD-K20079257	rufinamide	Voltage-gated sodium channel blocker
BRD-A27732521	tolperisone	Voltage-gated sodium channel blocker
BRD-K03243820	trifluridine	DNA directed DNA polymerase inhibitor
BRD-A64485570	trifluridine	DNA directed DNA polymerase inhibitor
BRD-U94846492	quinine	Hemozoin biocrystallization inhibitor
BRD-K99257182	quinine	Hemozoin biocrystallization inhibitor
BRD-K07940445	quinine	Hemozoin biocrystallization inhibitor
BRD-K93255255	indoximod	Indoleamine 2,3-dioxygenase inhibitor
BRD-K00885784	canrenone	Mineralocorticoid receptor antagonist
BRD-A20644369	canrenone	Mineralocorticoid receptor antagonist
BRD-K04394237	drospirenone	Mineralocorticoid receptor antagonist
BRD-A00938334	drospirenone	Mineralocorticoid receptor antagonist
BRD-K67919934	spironolactone	Mineralocorticoid receptor antagonist
BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist
BRD-A97808748	spironolactone	Mineralocorticoid receptor antagonist
BRD-K36859431	sapropterin	Phenylalanine 4-hydroxylase stimulant
BRD-A67605442	sapropterin	Phenylalanine 4-hydroxylase stimulant
BRD-K90195324	bazedoxifene	Selective estrogen receptor modulator
BRD-K63828191	raloxifene	Selective estrogen receptor modulator
BRD-K04210847	tamoxifen	Selective estrogen receptor modulator
BRD-K93754473	tamoxifen	Selective estrogen receptor modulator
BRD-K43744935	tamoxifen	Selective estrogen receptor modulator
BRD-K51350053	toremifene	Selective estrogen receptor modulator
BRD-K67174588	toremifene	Selective estrogen receptor modulator
BRD-K63460351	toremifene	Selective estrogen receptor modulator
BRD-A53077924	tianeptine	Selective serotonin reuptake enhancer
BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
BRD-K92977333	entacapone	Catechol O methyltransferase inhibitor
BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
BRD-K27305650	ly-294002	DNA dependent protein kinase inhibitor
BRD-K96123349	brequinar	Dihydroorotate dehydrogenase inhibitor
BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
BRD-A42699921	teriflunomide	Dihydroorotate dehydrogenase inhibitor
BRD-K68532323	sb-743921	Kinesin-like spindle protein inhibitor
BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor
BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor
BRD-K53517854	fluvoxamine	Selective serotonin reuptake inhibitor
BRD-K31534764	fluvoxamine	Selective serotonin reuptake inhibitor
BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor
BRD-K19277754	paroxetine	Selective serotonin reuptake inhibitor
BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor
BRD-A62326914	paroxetine	Selective serotonin reuptake inhibitor
BRD-K90868879	canagliflozin	Sodium/glucose cotransporter inhibitor
BRD-K46604138	dapagliflozin	Sodium/glucose cotransporter inhibitor
BRD-K53765467	empagliflozin	Sodium/glucose cotransporter inhibitor
BRD-K10071630	ertugliflozin	Sodium/glucose cotransporter inhibitor
BRD-K24601397	phlorizin	Sodium/glucose cotransporter inhibitor
BRD-K05850076	sotagliflozin	Sodium/glucose cotransporter inhibitor
BRD-K38197229	bumetanide	Solute carrier family member inhibitor
BRD-K49807096	benazepril	Angiotensin converting enzyme inhibitor
BRD-A15131297	benazepril	Angiotensin converting enzyme inhibitor
BRD-K54529596	captopril	Angiotensin converting enzyme inhibitor
BRD-K65518078	cilazapril	Angiotensin converting enzyme inhibitor
BRD-K00573984	delapril	Angiotensin converting enzyme inhibitor
BRD-K29462201	deserpidine	Angiotensin converting enzyme inhibitor
BRD-K44497846	enalapril	Angiotensin converting enzyme inhibitor
BRD-K57545991	enalapril	Angiotensin converting enzyme inhibitor
BRD-K99447003	enalaprilat	Angiotensin converting enzyme inhibitor
BRD-A51382177	fosinopril	Angiotensin converting enzyme inhibitor
BRD-K34332569	imidapril	Angiotensin converting enzyme inhibitor
BRD-K67966701	lisinopril	Angiotensin converting enzyme inhibitor
BRD-K34441861	moexipril	Angiotensin converting enzyme inhibitor
BRD-K86940322	perindopril	Angiotensin converting enzyme inhibitor
BRD-K92731339	perindopril	Angiotensin converting enzyme inhibitor
BRD-K72222507	quinapril	Angiotensin converting enzyme inhibitor
BRD-K05111602	ramipril	Angiotensin converting enzyme inhibitor
BRD-K89348303	ramipril	Angiotensin converting enzyme inhibitor
BRD-A65739223	ramipril	Angiotensin converting enzyme inhibitor
BRD-K52930707	rescinnamine	Angiotensin converting enzyme inhibitor
BRD-K10784860	temocapril	Angiotensin converting enzyme inhibitor
BRD-A32505112	trandolapril	Angiotensin converting enzyme inhibitor
BRD-A23712469	bacitracin	Bacterial cell wall synthesis inhibitor
BRD-K63242551	cefadroxil	Bacterial cell wall synthesis inhibitor
BRD-A56858165	cefadroxil	Bacterial cell wall synthesis inhibitor
BRD-K18574842	nafcillin	Bacterial cell wall synthesis inhibitor
BRD-K49776472	skf-91488	Histamine N-methyltransferase inhibitor
BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
BRD-A80871782	hydroxyamphetamine	Trace amine associated receptor agonist
BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
BRD-K88025533	fingolimod	Sphingosine 1 phosphate receptor agonist
BRD-K98174813	chlorzoxazone	Bacterial 30S ribosomal subunit inhibitor
BRD-K66876909	linezolid	Bacterial 50S ribosomal subunit inhibitor
BRD-K35687421	gimeracil	Dihydropyrimidine dehydrogenase inhibitor
BRD-K38183498	clonazepam	GABA benzodiazepine site receptor agonist
BRD-K60237333	niacin	NAD precursor with lipid lowering effects
BRD-K61993165	niacin	NAD precursor with lipid lowering effects
BRD-K42260897	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
BRD-K44495371	reserpine	Vesicular monoamine transporter inhibitor
BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor
BRD-K24125544	tetrabenazine	Vesicular monoamine transporter inhibitor
BRD-K95739795	tetrabenazine	Vesicular monoamine transporter inhibitor
BRD-A47564106	tetrabenazine	Vesicular monoamine transporter inhibitor
BRD-K30550578	pf-04620110	Diacylglycerol O acyltransferase inhibitor
BRD-A19585813	methylphenidate	Dopamine-norepinephrine reuptake inhibitor
BRD-K99063460	didanosine	Nucleoside reverse transcriptase inhibitor
BRD-K23190681	av-412	Receptor tyrosine protein kinase inhibitor
BRD-K07106112	bms-599626	Receptor tyrosine protein kinase inhibitor
BRD-K19061412	mubritinib	Receptor tyrosine protein kinase inhibitor
BRD-A12994259	pomalidomide	Tumor necrosis factor production inhibitor
BRD-K18849474	dalcetrapib	Cholesterylester transfer protein inhibitor
BRD-K40738845	bms-777607	Hepatocyte growth factor receptor inhibitor
BRD-K01109406	nitisinone	Hydroxyphenylpyruvate dioxygenase inhibitor
BRD-K44366189	anacetrapib	Cholesteryl ester transfer protein inhibitor
BRD-K64622987	torcetrapib	Cholesteryl ester transfer protein inhibitor
BRD-K01174345	anamorelin	Growth hormone secretagogue receptor agonist
BRD-K78712176	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
BRD-K68232650	lacosamide	Collapsin response mediator protein inhibitor
BRD-K68232650	lacosamide	Collapsin response mediator protein stimulant
BRD-A62434282	goserelin	Luteinizing hormone releasing hormone agonist
BRD-K87202646	isoniazid	Enoyl-acyl-carrier protein reductase inhibitor
BRD-K41731458	triclosan	Enoyl-acyl-carrier protein reductase inhibitor
BRD-K12885236	dapivirine	Non-nucleoside reverse transcriptase inhibitor
BRD-K34068325	delavirdine	Non-nucleoside reverse transcriptase inhibitor
BRD-K74717603	etravirine	Non-nucleoside reverse transcriptase inhibitor
BRD-A59001851	ginkgolide-b	Platelet activating factor receptor antagonist
BRD-A82395837	ginkgolide-b	Platelet activating factor receptor antagonist
BRD-K98004573	rupatadine	Platelet activating factor receptor antagonist
BRD-A16997652	protirelin	Thyrotropin releasing hormone receptor agonist
BRD-A80017228	bendroflumethiazide	Sodium/potassium/chloride transporter inhibitor
BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
BRD-K64838454	dipraglurant	Glutamate receptor negative allosteric modulator
BRD-K32218650	mbx-2982	Glucose dependent insulinotropic receptor agonist
BRD-K66956375	oleic monoethanolamide	Glucose dependent insulinotropic receptor agonist
BRD-K31987754	oleic monoethanolamide	Glucose dependent insulinotropic receptor agonist
BRD-K21295289	senicapoc	Intermediate conductance potassium channel blocker
BRD-K92213669	lomitapide	Microsomal trigylceride transfer protein inhibitor
BRD-A66155091	trilostane	3beta-hydroxy-delta5-steroid dehydrogenase inhibitor
BRD-K62685538	triptorelin	Gonadotropin releasing factor hormone receptor agonist
