pert_id	drug_id
BRD-A23801136	rifabutin
BRD-K30563334	rifabutin
BRD-K31484631	rifabutin
BRD-K06240250	rilpivirine
BRD-A84282119	rimantadine
BRD-A75479906	rimantadine
BRD-K34363599	RJC-00245SC
BRD-A77349281	RK-682
BRD-A53134341	Ro-106-9920
BRD-K44899736	Ro-16-6941
BRD-K80778372	Ro-19-4605
BRD-K54411430	robustic-acid
BRD-A27489425	rolitetracycline
BRD-K94266545	ronidazole
BRD-K50938786	ropivacaine
BRD-K03384561	roquinimex
BRD-K20313525	rosmarinic-acid
BRD-K34330170	rotenonic-acid
BRD-K03816923	rottlerin
BRD-K39256324	rottlerin
BRD-K22685337	roxarsone
BRD-K38684403	roxithromycin
BRD-K14036801	roxithromycin
BRD-K58211978	roxithromycin
BRD-K80725821	RS-16566
BRD-K26160755	RS-45041-190
BRD-K66254772	RS-I-002-6
BRD-A25037258	RTI-55
BRD-K62374253	rufloxacin
BRD-K53972329	ruxolitinib
BRD-K02501528	S-18986
BRD-K76565902	S-206352
BRD-K48826825	S-26948
BRD-K82729346	SA-101686
BRD-K17730221	SA-101776
BRD-K53308430	SA-1017940
BRD-K43283261	SA-101841
BRD-K60454961	SA-102042
BRD-K66952385	SA-102096
BRD-K16633354	SA-102607
BRD-K71459980	SA-102676
BRD-K23535251	SA-102695
BRD-K55208094	SA-102787
BRD-K98714523	SA-103006
BRD-K91579227	SA-103013
BRD-K02590376	SA-103021
BRD-K70748405	SA-103123
BRD-K70272514	SA-103150
BRD-A63583287	SA-1447005
BRD-K48945537	SA-1455791
BRD-K06650446	SA-1455822
BRD-K16736749	SA-1455884
BRD-K07104840	SA-1455938
BRD-K21572481	SA-1456039
BRD-K38763121	SA-1456102
BRD-K66638849	SA-1456170
BRD-K68749296	SA-1456195
BRD-K43407019	SA-1456220
BRD-K99775299	SA-1456227
BRD-K12537676	SA-1456305
BRD-K26168764	SA-1456352
BRD-K51583960	SA-1456443
BRD-K66577472	SA-1456456
BRD-K46587586	SA-1456508
BRD-K16964495	SA-1456570
BRD-K39657507	SA-1456576
BRD-K85030001	SA-1456625
BRD-K52105642	SA-1456734
BRD-K22563530	SA-1456751
BRD-K05308647	SA-1456859
BRD-K83413046	SA-1456977
BRD-K11852206	SA-1457103
BRD-K02037345	SA-1457169
BRD-K15392449	SA-1457187
BRD-K40445382	SA-1457188
BRD-K79564569	SA-1457305
BRD-K65465954	SA-1457336
BRD-K67276432	SA-1457415
BRD-K31435439	SA-1457458
BRD-K95208083	SA-1457472
BRD-K51363657	SA-1457769
BRD-K99386687	SA-1457797
BRD-K37916557	SA-1457810
BRD-K10327449	SA-1457945
BRD-K68702347	SA-1457992
BRD-K58696649	SA-1458026
BRD-K87723457	SA-1458163
BRD-K70392319	SA-1458189
BRD-K75368232	SA-1458306
BRD-K84976438	SA-1458450
BRD-K75322905	SA-1458487
BRD-K14229306	SA-1458571
BRD-K70658964	SA-1458610
BRD-K85605624	SA-1458689
BRD-K97699469	SA-1458902
BRD-K75693278	SA-1458985
BRD-K64930062	SA-1459002
BRD-K74671783	SA-1459008
BRD-K24621485	SA-1459020
BRD-K30741962	SA-1459031
BRD-K22816026	SA-1459167
BRD-K95545045	SA-1459172
BRD-K89986699	SA-1459173
BRD-K34741779	SA-1459187
BRD-K95910173	SA-1459213
BRD-K94390774	SA-1459224
BRD-K31224309	SA-1459234
BRD-K56758884	SA-1459256
BRD-K57087594	SA-1459261
BRD-K52577250	SA-1459291
BRD-K65600666	SA-1459430
BRD-K07569193	SA-1459454
BRD-K60103096	SA-1459481
BRD-K49873138	SA-1459714
BRD-K90163207	SA-1459830
BRD-K89204222	SA-1459849
BRD-K67472330	SA-1459854
BRD-K23558120	SA-1459963
BRD-K49047615	SA-1459975
BRD-K33005991	SA-1460008
BRD-K73444552	SA-1460032
BRD-K85797809	SA-1460110
BRD-K72996713	SA-1460136
BRD-K26676775	SA-1460192
BRD-K31830150	SA-1460224
BRD-K57974008	SA-1462246
BRD-K87423723	SA-1462678
BRD-K41141892	SA-1462738
BRD-K82494270	SA-1463785
BRD-K46255436	SA-1463787
BRD-K84022666	SA-1463810
BRD-K73408523	SA-1463814
BRD-K68645163	SA-1463838
BRD-K72174974	SA-1463839
BRD-K44887903	SA-1472321
BRD-K31929173	SA-1472514
BRD-K95498999	SA-1472542
BRD-K35841161	SA-1472548
BRD-K29269418	SA-1472623
BRD-K06499413	SA-1472655
BRD-K14091022	SA-1472702
BRD-K33780441	SA-1472734
BRD-K65736998	SA-1473405
BRD-K07125273	SA-1473468
BRD-K80790879	SA-1473648
BRD-K49452151	SA-1480001
BRD-K44791842	SA-1919248
BRD-K59675434	SA-1919345
BRD-K05932219	SA-1919551
BRD-K63667213	SA-1919584
BRD-K23807807	SA-1919667
BRD-K35747889	SA-1919710
BRD-K11432829	SA-1919875
BRD-K72765491	SA-1919877
BRD-K09064372	SA-1919918
BRD-K05639119	SA-1920013
BRD-K15181238	SA-1920080
BRD-K69392286	SA-1920327
BRD-K73676286	SA-1920453
BRD-K84499554	SA-1920683
BRD-K73907604	SA-1920687
BRD-K92412252	SA-1920722
BRD-K23651361	SA-1920756
BRD-K67470245	SA-1920890
BRD-K77399257	SA-1920942
BRD-K58292285	SA-1921085
BRD-K74381836	SA-1921456
BRD-K07604665	SA-1921574
BRD-K27465870	SA-1921599
BRD-K60398284	SA-1921614
BRD-K58860003	SA-1921617
BRD-K29771961	SA-1921783
BRD-K31441776	SA-1921816
BRD-K31444894	SA-1921867
BRD-K11672960	SA-1921902
BRD-K71053953	SA-1921996
BRD-K97372925	SA-1922006
BRD-K85756431	SA-1922111
BRD-K36826784	SA-1922257
BRD-K43713542	SA-1922261
BRD-K61551326	SA-1922659
BRD-K58800409	SA-1922796
BRD-K58601216	SA-1922927
BRD-K05729886	SA-1922932
BRD-K22282523	SA-1922959
BRD-K88081783	SA-1922975
BRD-K82248240	SA-1925246
BRD-K25464116	SA-1925610
BRD-K94171232	SA-1925621
BRD-K87864638	SA-1925996
BRD-K87972615	SA-1937516
BRD-K46883633	SA-1937536
BRD-K57008746	SA-1938111
BRD-K27797475	SA-1938219
BRD-K59196958	SA-1938421
BRD-K60528884	SA-1938740
BRD-K03073795	SA-1938756
BRD-K72736188	SA-1938757
BRD-K25284112	SA-1938820
BRD-K21368140	SA-1938862
BRD-K51237366	SA-1938867
BRD-K17996849	SA-1939007
BRD-K61880255	SA-1939064
BRD-K75686993	SA-1939079
BRD-K40446801	SA-1939126
BRD-K39683987	SA-1939838
BRD-K05484452	SA-1939891
BRD-K83191645	SA-1939915
BRD-K79734497	SA-1939936
BRD-K03048862	SA-1939938
BRD-K88058149	SA-1939945
BRD-K68765796	SA-1944378
BRD-K45356824	SA-1973497
BRD-K35468722	SA-1973507
BRD-K66555347	SA-1973509
BRD-K32975941	SA-242443
BRD-K96611781	SA-242939
BRD-K63154426	SA-243193
BRD-K77545824	SA-243276
BRD-K22375775	SA-243423
BRD-K64366478	SA-243913
BRD-K04905339	SA-243929
BRD-K33010769	SA-244237
BRD-K89406814	SA-244358
BRD-K59024795	SA-244466
BRD-K28288650	SA-244587
BRD-K89682702	SA-245650
BRD-K15672359	SA-246522
BRD-K20000640	SA-247384
BRD-K67874737	SA-247508
BRD-K63841267	SA-247582
BRD-K52066901	SA-247592
BRD-K67870070	SA-247615
BRD-K95298605	SA-247636
BRD-K27231781	SA-247654
BRD-K35424586	SA-247714
BRD-K96076993	SA-25547
BRD-A00420644	SA-3676
BRD-K24396417	SA-417716
BRD-K86546828	SA-418267
BRD-K36959991	SA-418993
BRD-K59490275	SA-419010
BRD-K33384411	SA-419021
BRD-K14396623	SA-419050
BRD-K45843042	SA-419083
BRD-K59501784	SA-419090
BRD-K98339888	SA-419172
BRD-K60558220	SA-422830
BRD-K03814443	SA-423131
BRD-K18794550	SA-423167
BRD-K56726453	SA-423862
BRD-K83457129	SA-424068
BRD-K37066706	SA-424170
BRD-K83887149	SA-424233
BRD-K57030368	SA-424294
BRD-K10946493	SA-424371
BRD-K02677403	SA-424380
BRD-K13306582	SA-424534
BRD-K76042595	SA-424577
BRD-K43682718	SA-424589
BRD-K85305147	SA-424755
BRD-K59980440	SA-424763
BRD-K95616928	SA-424764
BRD-K66361302	SA-424827
BRD-K05756698	SA-424828
BRD-K26849279	SA-424936
BRD-K45818044	SA-425500
BRD-K52043480	SA-425929
BRD-K11989708	SA-426029
BRD-K73121863	SA-426799
BRD-K39580731	SA-427069
BRD-K93459841	SA-427137
BRD-K60667905	SA-427228
BRD-K16118047	SA-427543
BRD-K49587132	SA-427604
BRD-K28428448	SA-427636
BRD-K63230271	SA-427730
BRD-K90816807	SA-432137
BRD-K63117650	SA-432998
BRD-K07110772	SA-433965
BRD-K04592856	SA-434027
BRD-K32569202	SA-440772
BRD-K55971699	SA-440832
BRD-K78639526	SA-440968
BRD-K88529044	SA-441092
BRD-K11889659	SA-441145
BRD-K09423613	SA-441181
BRD-K54517303	SA-441350
BRD-K95416928	SA-441412
BRD-K13411622	SA-441487
BRD-K14614387	SA-83851
BRD-K34206396	SA-84512
BRD-K75832278	SA-84869
BRD-K93971872	SA-84902
BRD-K15221219	SA-84905
BRD-K79242575	SA-85148
BRD-K22754681	SA-85268
BRD-K16127898	SA-85290
BRD-K33095226	SA-85377
BRD-K63385089	SA-85764
BRD-K96041033	SA-85901
BRD-K84860580	SA-86418
BRD-K41129770	SA-88642
BRD-K94127894	SA-89068
BRD-K24744176	SA-89210
BRD-K52726129	SA-89705
BRD-K55683015	SA-89735
BRD-K19131810	SA-89763
BRD-K21636276	SA-90024
BRD-K37083752	SA-90030
BRD-K20824593	SA-90153
BRD-K51350137	SA-90377
BRD-K32138919	SA-90471
BRD-K34094942	SA-90544
BRD-K39958166	SA-96805
BRD-K74305285	SA-96816
BRD-K59728381	SA-96835
BRD-K02924457	SA-97110
BRD-K14868367	SA-97259
BRD-K10499894	SA-97343
BRD-K78691413	SA-97378
BRD-K46493214	saccharin
BRD-A24122750	saclofen
BRD-K93944989	safingol
BRD-A37867643	safrolglycol
BRD-K64614248	salicin
BRD-K08493205	salicyl-alcohol
BRD-A48323445	salsoline
BRD-K99595596	salsolinol
BRD-A26112980	salsolinol
BRD-K03557653	sappanone-a
BRD-K09963420	saquinavir
BRD-K70158168	saquinavir
BRD-A26690767	saquinavir
BRD-K04801023	SAR-245408
BRD-K75308783	SAR-245409
BRD-K08525451	sarafloxacin
BRD-A89434049	sarmentogenin
BRD-K19412355	SB-242235
BRD-K24968862	SB-683698
BRD-K55305701	SC-144
BRD-K81847782	scandenin
BRD-A92161634	scopoline
BRD-K34639619	SD-6-035-A1
BRD-K99581804	SD-6-035-A10
BRD-K27239120	SD-6-035-A11
BRD-K94979678	SD-6-035-A12
BRD-K98630904	SD-6-035-A2
BRD-K65366129	SD-6-035-A3
BRD-K73371640	SD-6-035-A4
BRD-K95517054	SD-6-035-A6
BRD-K45253154	SD-6-035-A7
BRD-K40956802	SD-6-035-A8
BRD-K02589376	SD-6-035-A9
BRD-K99380810	SD-6-035-B1
BRD-K48703351	SD-6-035-B2
BRD-K57200229	SD-6-035-B3
BRD-K66608846	SD-6-035-B4
BRD-K45758869	SD-8-005
BRD-K03394322	SD-8-006
BRD-K15868788	SDZ-205-557
BRD-A70083328	secnidazole
BRD-A58564983	selamectin
BRD-K07212038	selinidin
BRD-K81957469	semagacestat
BRD-K38449220	seneciphylline
BRD-K05433219	sericetin
BRD-K08714182	sericetin
BRD-A95939040	sertaconazole
BRD-K67867734	SEW-00445
BRD-K64440589	SEW-05685
BRD-K69577666	SGC-0946
BRD-K24821794	SGC-CBP30
BRD-A40807648	SIB-1508Y
BRD-A79052425	SIB-1553A
BRD-K80353138	silibinin
BRD-A83815268	silibinin
BRD-K84996949	sinensetin
BRD-K51333959	siramesine
BRD-A39903068	sisomicin
BRD-K63511615	SJB-AF-2
BRD-K65111630	SJB-shh-31
BRD-K62103095	SKF-104078
BRD-A04438777	SKF-82958
BRD-A52588987	SKF-83566
BRD-A14969012	SKF-83822
BRD-A04260165	SKF-83959
BRD-K96809896	SKF-86002
BRD-K25741894	skimmianine
BRD-K29546239	SNC-80
BRD-K71281111	SNX-2112
BRD-K80043866	sodium-gualenate
BRD-K61230716	sodium-nitrite
BRD-K70881766	solanine
BRD-K55892330	sorbic-acid
BRD-K07612980	sparfloxacin
BRD-A26423207	sparfloxacin
BRD-K11905747	spectinomycin
BRD-K40438880	spermidine
BRD-K62959606	sphingosine
BRD-K27710560	splitomycin
BRD-K91243525	SR-142948
BRD-K43002771	SR-33805
BRD-K56287385	ST-001903
BRD-A69439373	ST-003833
BRD-K42834456	ST-012015
BRD-A98670841	ST-012030
BRD-K71322910	ST-012525
BRD-K32502880	ST-013960
BRD-K31450967	ST-014075
BRD-A03926027	ST-014147
BRD-A03520402	ST-014366
BRD-K72192970	ST-019365
BRD-A38275906	ST-019366
BRD-A60256353	ST-019386
BRD-K55498981	ST-022313
BRD-A09749088	ST-023431
BRD-A09186529	ST-024029
BRD-K42308740	ST-056792
BRD-K80015639	ST-057710
BRD-K58443469	ST-059620
BRD-K73524797	ST-1859
BRD-A33325795	ST-208960
BRD-K01400178	ST-209453
BRD-K14444135	ST-4028268
BRD-K99515112	ST-4029010
BRD-K43739430	ST-4029487
BRD-K16798053	ST-4029573
BRD-K67364256	ST-4029655
BRD-A25852922	ST-4034902
BRD-K95673870	ST-4034917
BRD-K41227865	ST-4039884
BRD-K47622659	ST-4042556
BRD-K18587499	ST-4049616
BRD-K46062088	ST-4062971
BRD-K82395301	ST-4066738
BRD-K19049172	ST-4070043
BRD-K30545681	ST-4070169
BRD-K38910949	ST-4075437
BRD-K51476772	ST-638
BRD-K18905250	ST-91
BRD-K79199004	stanozolol
BRD-K46791647	stanozolol
BRD-K93880783	stavudine
BRD-K85479953	STF-62247
BRD-A13195221	STK-064652
BRD-A89352139	STK-111867
BRD-K68535470	STK-222600
BRD-K81142122	STK-249718
BRD-K80622725	STK-397047
BRD-K19146323	STK-661558
BRD-A55142378	STK-674938
BRD-K65389993	STK-721917
BRD-K34411947	streptozotocin
BRD-A25576662	streptozotocin
BRD-A12832192	streptozotocin
BRD-K75911534	SU-014813
BRD-K45497762	succinylcholine-chloride
BRD-K44133266	sulbactam
BRD-K85679373	sulbactam
BRD-K12539416	sulbutiamine
BRD-A70649075	sulconazole
BRD-K59983611	sulfabenzamide
BRD-K21520694	sulfacetamide
BRD-K32021043	sulfachlorpyridazine
BRD-K32273377	sulfadiazine
BRD-K55250441	sulfadoxine
BRD-K50859149	sulfafurazole
BRD-K45086103	sulfaguanidine
BRD-K93524252	sulfamerazine
BRD-K31682896	sulfamethizole
BRD-K28494619	sulfamethoxazole
BRD-K00938507	sulfamethoxypyridazine
BRD-K17205817	sulfametopyrazine
BRD-K14116214	sulfamonomethoxine
BRD-K76845197	sulfanitran
BRD-K41406082	sulfapyridine
BRD-K71133585	sulfaquinoxaline
BRD-K14705039	sulfathiazole
BRD-A22081593	sulmazole
BRD-A41722204	sulmazole
BRD-K42635745	suloctidil
BRD-A34205397	suloctidil
BRD-K78815826	suxibuzone
BRD-K15170068	swainsonine
BRD-K51980294	syringic-acid
BRD-K14200658	syrosingopine
BRD-K38985961	T-5345967
BRD-K52313696	tacedinaline
BRD-A10303790	talampicillin
BRD-A10606614	talampicillin
BRD-K25186396	tangeritin
BRD-K22227508	targinine
BRD-K59506194	targinine
BRD-K42495768	tasisulam
BRD-K33572481	taurodeoxycholic-acid
BRD-K14312455	tazobactam
BRD-A18611368	tazobactam
BRD-K67352070	TC-2559
BRD-K90697689	TCDD-dioxin
BRD-A50028488	TCS-2002
BRD-K06900071	tebipenem
BRD-K34820100	tebuthiuron
BRD-K59436580	tedizolid
BRD-K26701552	tegobuvir
BRD-U97083655	teicoplanin
BRD-K15976406	telbivudine
BRD-A05523972	telmesteine
BRD-K51805276	temefos
BRD-K63712959	temoporfin
BRD-A87479750	tenidap
BRD-K15891719	tenofovir
BRD-K68132782	terbinafine
BRD-K86204871	terconazole
BRD-A39935389	teroxirone
BRD-K36452089	tert-butylhydroquinone
BRD-K84036904	testosterone
BRD-A55393291	testosterone
BRD-A79479878	testosterone
BRD-K90553655	testosterone
BRD-K68386748	tetrachloroethylene
BRD-A15493168	tetracycline
BRD-A52997285	tetracycline
BRD-A34788695	tetracycline
BRD-A88208128	tetracycline
BRD-K47539947	tetradecylthioacetic-acid
BRD-A43940795	tetrahydropalmatine
BRD-K80307267	tetramethyl-haematoxylone
BRD-K45988865	tetramethylsilane
BRD-A46393198	tetramisole
BRD-K08078237	tetrandrine
BRD-K90177246	tetroquinone
BRD-K67075780	TGX-115
BRD-K20958582	TH-302
BRD-K34888156	theobromine
BRD-K79711234	thiamphenicol
BRD-A75517195	thiazolopyrimidine
BRD-K03164761	thiazovivin
BRD-K69600043	thiethylperazine
BRD-A16347691	thioctic-acid
BRD-K61443650	thiomersal
BRD-K08619574	thioproperazine
BRD-K29254801	thiram
BRD-K13387373	thonzonium
BRD-K49327517	THZ-2-98-01
BRD-U41416256	THZ-2-98-01
BRD-K77695569	tiabendazole
BRD-A80869209	ticarcillin
BRD-A34462049	tigecycline
BRD-A30582499	tiletamine
BRD-K26634012	tilmicosin
BRD-K34568562	tilorone
BRD-K10845183	tiludronate
BRD-A38592941	timonacic
BRD-A72666989	timosaponin
BRD-K89125793	tinidazole
BRD-A33084557	tioconazole
BRD-K75649340	tioguanine
BRD-K63195589	tipifarnib
BRD-A10039652	tipranavir
BRD-K92968657	tirapazamine
BRD-K51087630	tirasemtiv
BRD-K06335600	tizanidine
BRD-K29830875	TL-AA09
BRD-K93060291	TL-HRAS-24
BRD-K15166186	TL-HRAS-27
BRD-K01877528	TL-HRAS-61
BRD-K23353440	TMI-15
BRD-K96342952	tobramycin
BRD-K05619559	tobramycin
BRD-K68553471	todralazine
BRD-K32164935	tolazamide
BRD-K50133271	tolfenamic-acid
BRD-K44273375	tolnaftate
BRD-K64514229	toltrazuril
BRD-K36970462	tonabersat
BRD-K91822704	torcitabine
BRD-A41450521	tosufloxacin
BRD-A52805806	totaralolal
BRD-K17849083	tranilast
BRD-K19533706	tranilast
BRD-K37542305	trans-bis-q
BRD-K08619838	tremorine
BRD-A61856038	tremulacin
BRD-K84663978	trequinsin
BRD-K80946661	triacetylresveratrol
BRD-A51233382	tribenoside
BRD-A60294240	tribenoside
BRD-K88145757	tributyltin
BRD-K46435528	trichloroethylene
BRD-A22152765	tridihexethyl
BRD-K37111771	trientine
BRD-K07208025	trimethoprim
BRD-K53220666	trimetozine
BRD-K54790157	trioxsalen
BRD-K78683072	triphenyl-tin
BRD-K81258678	triptolide
BRD-K39484304	triptolide
BRD-A13122391	triptolide
BRD-A17846016	trolox
BRD-K91422571	tromaril
BRD-A98838152	tropapride
BRD-K00494077	trovafloxacin
BRD-A74160776	troxerutin
BRD-A68589262	troxipide
BRD-K83776863	tryptophan
BRD-A07106394	tryptophan
BRD-A02176148	tubaic-acid
BRD-K96362535	tubaic-acid
BRD-K79070828	TUL-XIX029
BRD-K96640811	TUL-XVIII076
BRD-K35669573	TUL-XX023
BRD-K18964980	TUL-XX025TFA
BRD-K22828899	TUL-XXI039
BRD-K19107160	tylosin
BRD-K46156294	tyloxapol
BRD-K49808142	tyramine
BRD-K48427617	U-0124
BRD-A81795050	U-18666A
BRD-K18757346	U-46619
BRD-A96897502	U-74389F
BRD-K50325075	UCL-2077
BRD-A71171460	UGISS-186
BRD-K96274284	UGISS-451
BRD-K06294530	UK-383367
BRD-K86856088	UNC-0638
BRD-K86856088	unc0638
BRD-K83189926	UNC-1215
BRD-K26989966	UNC-1999
BRD-K01773560	UNC-2250
BRD-K21906513	UNC-669
BRD-A96820077	ungerine
BRD-K10180294	uracil-mustard
BRD-K92169341	URB-597
BRD-K88052444	urea
BRD-K24297741	urethane
BRD-K62997315	urosiol
BRD-K45245728	ursodeoxycholyltaurine
BRD-K87300616	ursodiol
BRD-A99182808	usnic-acid
BRD-K23623013	UTMB-00042
BRD-K50297939	UTMB-00530
BRD-K04431258	Val-Val-Val
BRD-K46435977	valaciclovir
BRD-K96146874	valproxam
BRD-K46272620	valyltryptophan
BRD-A20794617	vancomycin
BRD-A10396145	vanillyl-glycol
BRD-K60923938	veratridine
BRD-A26002865	verrucarin-a
BRD-M45964048	verteporfin
BRD-A35782587	verteporfin
BRD-K40227168	vinburnine
BRD-K40902647	vincamine
BRD-K89704198	vincamine
BRD-K59753975	vindesine
BRD-K88365400	viomycin
BRD-A41941932	vitexin
BRD-K89053832	VLX-600
BRD-K21071223	VP-20629
BRD-K09877029	VS-4718
BRD-K00624509	VU-0011562
BRD-K48535733	VU-0155069
BRD-K24187789	VU-0238429
BRD-K66032149	VU-0365117-1
BRD-K53732802	VU-0365118-1
BRD-K44640865	VU-0365121-1
BRD-K13605477	VU-0366968
BRD-K01926222	VU-0402604
BRD-A84475555	VU-0402605
BRD-K82983587	VU-0403126
BRD-K55938002	VU-0405166-2
BRD-K42140106	VU-0405172-2
BRD-K74710236	VU-0410183-2
BRD-K88906571	VU-0413238-1
BRD-K43992206	VU-0413243-1
BRD-K61127831	VU-0413247-1
BRD-K95048846	VU-0413255-1
BRD-K18453942	VU-0414833-2
BRD-K59795987	VU-0415010
BRD-K97476371	VU-0415011
BRD-K32043164	VU-0415012
BRD-K76540910	VU-0415108-1
BRD-K49183052	VU-0415113-1
BRD-A59900482	VU-0415533-1
BRD-A68397902	VU-0415535-1
BRD-A42031983	VU-0415555-1
BRD-A89104433	VU-0415556-1
BRD-K97516968	VU-0418000-1
BRD-A51777634	VU-0418933-1
BRD-K89093471	VU-0418934-2
BRD-K69097969	VU-0418939-2
BRD-K76907295	VU-0418947-2
BRD-K59633790	VU-0420363-1
BRD-K88317944	VU-0420364-1
BRD-K40711313	VU-0424182-2
BRD-K14096083	VU-0424206-1
BRD-A20846977	VU-0447126-2
BRD-A26777759	VU-0447127-2
BRD-A76463343	VU-0447134-2
BRD-K70610771	VX-222
BRD-K81783531	VX-222
BRD-K78084463	W-12
BRD-K41868777	W-5
BRD-K90259198	W-7
BRD-K37885773	WAY-262611
BRD-K74325648	WAY-405
BRD-A23290232	westcort
BRD-U60236422	WH-4-025
BRD-K50199947	WH-4023
BRD-U44618005	WH-4023
BRD-K29385665	WH-4025
BRD-K05445342	WP-1066
BRD-K05445342	wp1066
BRD-K26669427	WR-216174
BRD-K16582605	WY-01-034
BRD-K45028728	WY-01-045
BRD-K43568579	WZ-4-145
BRD-U61997977	WZ-4-145
BRD-U25771771	WZ-4-145
BRD-K25359048	WZ-811
BRD-A01826957	xanthinol
BRD-K12260308	xanthoxyline
BRD-K45875383	XBD-173
BRD-A03506276	XL-888
BRD-K86274953	XMD-132
BRD-K52721289	XMD-1527
BRD-K38113518	XMD-16144
BRD-U64521890	XMD-16144
BRD-K21565985	xylazine
BRD-K77876724	YL-51
BRD-K32737443	YL-52
BRD-K45878950	YL-53
BRD-K58306044	YL-54
BRD-K71199328	YL-55
BRD-K20514654	YL-59
BRD-K22507586	YL-60
BRD-K55473186	YL-61
BRD-K83932973	YL-62
BRD-K48488978	YM-201636
BRD-A04026261	YO-2
BRD-K06208435	YS-035
BRD-K54168243	Z-36
BRD-K15935639	z-leu3-VS
BRD-K85925969	zalcitabine
BRD-A00578795	zaltoprofen
BRD-A94796533	zearalenone
BRD-A24381660	zeranol
BRD-K61860715	ZG-10
BRD-U51951544	ZG-10
BRD-K72903603	zidovudine
BRD-A33692381	zidovudine
BRD-K05151076	ZK-164015
BRD-K67525671	ZK-200775
BRD-K91825936	ZK-811752
BRD-A62209527	ZM-226600
BRD-K73789395	ZM-336372
BRD-K40624912	ZM-39923
BRD-K08996725	zolantidine
BRD-K66353228	zoxazolamine
BRD-K06182768	A-366
BRD-K11792081	ABT-639
BRD-K64034691	acalabrutinib
BRD-K37151368	adaptavir
BRD-K47492008	alclofenac
BRD-K66896751	alpidem
BRD-K50813454	amflutizole
BRD-K76614248	atizoram
BRD-K89490285	bentazepam
BRD-K47690382	bipenamol
BRD-K02490038	BQ-788
BRD-K17874929	bromebric-acid
BRD-K17874929	cytembena
BRD-K12906202	carbendazim
BRD-K92129045	caroxazone
BRD-K02733959	cefuroxime
BRD-K31329721	centazolone
BRD-K59590127	chlorpropham
BRD-A94965935	cicloprofen
BRD-K18319422	CPI-360
BRD-K13769342	danirixin
BRD-K06455935	daprodustat
BRD-K54863166	darusentan
BRD-K67186445	dehydrocorydaline
BRD-K22525962	dihydrotestosterone
BRD-K29812331	dimemorfan
BRD-K70601687	enasidenib
BRD-K21152241	enoximone
BRD-K84971356	etafenone
BRD-K47738867	ethyl-pyruvate
BRD-K37708699	exisulind
BRD-A23418262	floctafenine
BRD-K57774929	foropafant
BRD-A09368919	FPL-12495
BRD-K55529781	furegrelate
BRD-A84810646	ginsenoside-rd
BRD-K68453341	GS-6201
BRD-K50055394	halopemide
BRD-K62914667	hippuric-acid
BRD-K04972057	I-BRD9
BRD-A48376327	igmesine
BRD-K67628093	INCB-3284
BRD-K17610631	indisulam
BRD-K93073858	ivosidenib
BRD-K75664313	JW-74
BRD-K10958118	L-778123
BRD-A54393207	levomenthol
BRD-A54393207	dl-menthol
BRD-K48875051	ligustilide
BRD-K59391348	lixivaptan
BRD-K06388517	lofemizole
BRD-A93683007	mabuprofen
BRD-K94948151	macelignan
BRD-K07790550	mavoglurant
BRD-A16035238	SAR-405838
BRD-K75864342	menatetrenone
BRD-K01291782	molidustat
BRD-K12742203	moxaverine
BRD-K25143390	MSX-122
BRD-K11443721	NE-100
BRD-K14171291	omarigliptin
BRD-A13689093	ONO-4059
BRD-K58894520	ONO-4817
BRD-K19426040	OPC-21268
BRD-K04643877	perzinfotel
BRD-K07070922	PF-03049423
BRD-K76549667	phenol
BRD-K71977764	piroximone
BRD-K46209126	pravadoline
BRD-K54339150	proquazone
BRD-K20850787	PT-2385
BRD-K50489389	ranirestat
BRD-K89413285	remimazolam
BRD-K36379990	riodipine
BRD-K57427145	ripazepam
BRD-K91100918	sinefungin
BRD-K38793468	TAK-220
BRD-K80359953	talampanel
BRD-K43975632	terutroban
BRD-A78253580	tetracycline
BRD-K94830213	tofisopam
BRD-K96344439	tofogliflozin
BRD-A67182178	toloxatone
BRD-K84034737	TP-0903
BRD-K84173274	ufenamate
BRD-K47929404	vercirnon
BRD-K56565215	vipadenant
BRD-K60663764	azlocillin
BRD-K54634444	artesunate
BRD-K58148589	betamethasone-dipropionate
BRD-K41256143	dehydroepiandrosterone
BRD-K31170746	ANR-94
BRD-K01363385	antalarmin
BRD-K61845293	DDR1-IN-1
BRD-K78978711	KHS-101
BRD-K94853001	Mps1-IN-1
BRD-K71223042	PCI-29732
BRD-K86718786	SGC-707
BRD-K62814487	SR-1664
BRD-K22477529	STF-31
BRD-K91106808	SU-16f
BRD-K45044657	TC-H-106
BRD-K51776215	TC-S-7006
BRD-M43490210	oxaliplatin
BRD-A62505706	edoxudine
BRD-K11626735	carboplatin
BRD-K08970894	DMSO
BRD-A72631560	620_7033_4251
BRD-A69407661	646_0226_7557
BRD-K51966657	RVE-VIII-11
BRD-A76680315	650_0048_7570
BRD-A62827252	642_4014_9503
BRD-A08091677	650_0048_9503
BRD-K30958453	EY_1_003
BRD-A09890259	3-Cl-AHPC
BRD-K11740178	CIL56
BRD-K43415489	WY-14-054
BRD-K97695634	EY_1_005
BRD-A05077036	614_7033_4267
BRD-A14564019	620_7033_4267
BRD-A98277486	614_6900_7557
BRD-K18026442	JP-4-043
BRD-A77414132	emetine-hcl
BRD-A42556028	1B
BRD-K59304176	GO-6976
BRD-K08862633	TMP-269
BRD-A82720512	ML-258
BRD-K47981327	SR-1001
