code1	code2	code3	code4	code5	class1	class2	class3	class4	class5	drug
C	C03	C03A	C03AB	C03AB02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Hydroflumethiazide	hydroflumethiazide
C	C03	C03A	C03AB	C03AB02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Hydrochlorothiazide	hydrochlorothiazide
C	C03	C03A	C03AB	C03AB03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Chlorothiazide	chlorothiazide
C	C03	C03A	C03AB	C03AB04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Polythiazide	polythiazide
C	C03	C03A	C03AB	C03AB05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB06	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Trichlormethiazide	trichlormethiazide
C	C03	C03A	C03AB	C03AB06	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Cyclopenthiazide	cyclopenthiazide
C	C03	C03A	C03AB	C03AB07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB08	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Methyclothiazide	methyclothiazide
C	C03	C03A	C03AB	C03AB08	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AB	C03AB09	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Cyclothiazide	cyclothiazide
C	C03	C03A	C03AB	C03AB09	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides and potassium in combination	Potassium	potassium
C	C03	C03A	C03AH	C03AH01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, combinations with psycholeptics and/or analgesics	Chlorothiazide	chlorothiazide
C	C03	C03A	C03AH	C03AH02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, combinations with psycholeptics and/or analgesics	Hydroflumethiazide	hydroflumethiazide
C	C03	C03A	C03AX	C03AX01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Thiazides	Thiazides, combinations with other drugs	Hydrochlorothiazide	hydrochlorothiazide
C	C03	C03B	C03BA	C03BA02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Quinethazone	quinethazone
C	C03	C03B	C03BA	C03BA03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Clopamide	clopamide
C	C03	C03B	C03BA	C03BA04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Chlorthalidone	chlorthalidone
C	C03	C03B	C03BA	C03BA05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Mefruside	mefruside
C	C03	C03B	C03BA	C03BA07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Clofenamide	clofenamide
C	C03	C03B	C03BA	C03BA08	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Metolazone	metolazone
C	C03	C03B	C03BA	C03BA09	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Meticrane	meticrane
C	C03	C03B	C03BA	C03BA10	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Xipamide	xipamide
C	C03	C03B	C03BA	C03BA11	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Indapamide	indapamide
C	C03	C03B	C03BA	C03BA12	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Clorexolone	clorexolone
C	C03	C03B	C03BA	C03BA13	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Fenquizone	fenquizone
C	C03	C03B	C03BA	C03BA82	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides, plain	Clorexolone	clorexolone
C	C03	C03B	C03BB	C03BB02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Quinethazone	quinethazone
C	C03	C03B	C03BB	C03BB02	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03B	C03BB	C03BB03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Clopamide	clopamide
C	C03	C03B	C03BB	C03BB03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03B	C03BB	C03BB04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Chlorthalidone	chlorthalidone
C	C03	C03B	C03BB	C03BB04	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03B	C03BB	C03BB05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Mefruside	mefruside
C	C03	C03B	C03BB	C03BB05	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03B	C03BB	C03BB07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Clofenamide	clofenamide
C	C03	C03B	C03BB	C03BB07	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03B	C03BC	C03BC01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Mercurial diuretics	Mersalyl	mersalyl
C	C03	C03B	C03BD	C03BD01	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Xanthine derivatives	Theobromine	theobromine
C	C03	C03B	C03BX	C03BX03	Cardiovascular System	Diuretics	Low-Ceiling Diuretics, Excl. Thiazides	Other low-ceiling diuretics	Cicletanine	cicletanine
C	C03	C03C	C03CA	C03CA01	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides, plain	Furosemide	furosemide
C	C03	C03C	C03CA	C03CA02	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides, plain	Bumetanide	bumetanide
C	C03	C03C	C03CA	C03CA03	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides, plain	Piretanide	piretanide
C	C03	C03C	C03CA	C03CA04	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides, plain	Torasemide	torasemide
C	C03	C03C	C03CB	C03CB01	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides and potassium in combination	Furosemide	furosemide
C	C03	C03C	C03CB	C03CB01	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03C	C03CB	C03CB02	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides and potassium in combination	Bumetanide	bumetanide
C	C03	C03C	C03CB	C03CB02	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Sulfonamides and potassium in combination	Potassium	potassium
C	C03	C03C	C03CC	C03CC01	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Aryloxyacetic acid derivatives	Etacrynic acid	etacrynic acid
C	C03	C03C	C03CC	C03CC02	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Aryloxyacetic acid derivatives	Tienilic acid	tienilic acid
C	C03	C03C	C03CD	C03CD01	Cardiovascular System	Diuretics	High-Ceiling Diuretics	Pyrazolone derivatives	Muzolimine	muzolimine
C	C03	C03D	C03DA	C03DA01	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Aldosterone antagonists	Spironolactone	spironolactone
C	C03	C03D	C03DA	C03DA02	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Aldosterone antagonists	Canrenoic acid	canrenoic acid
C	C03	C03D	C03DA	C03DA03	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Aldosterone antagonists	Canrenone	canrenone
C	C03	C03D	C03DA	C03DA04	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Aldosterone antagonists	Eplerenone	eplerenone
C	C03	C03D	C03DA	C03DA05	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Aldosterone antagonists	Finerenone	finerenone
C	C03	C03D	C03DB	C03DB01	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Other potassium-sparing agents	Amiloride	amiloride
C	C03	C03D	C03DB	C03DB02	Cardiovascular System	Diuretics	Aldosterone Antagonists And Other Potassium-Sparing Agents	Other potassium-sparing agents	Triamterene	triamterene
C	C03	C03E	C03EA	C03EA01	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Hydrochlorothiazide	hydrochlorothiazide
C	C03	C03E	C03EA	C03EA02	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Trichlormethiazide	trichlormethiazide
C	C03	C03E	C03EA	C03EA03	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Epitizide	epitizide
C	C03	C03E	C03EA	C03EA05	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Mebutizide	mebutizide
C	C03	C03E	C03EA	C03EA06	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Chlorthalidone	chlorthalidone
C	C03	C03E	C03EA	C03EA07	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Cyclopenthiazide	cyclopenthiazide
C	C03	C03E	C03EA	C03EA12	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Metolazone	metolazone
C	C03	C03E	C03EA	C03EA13	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Bendroflumethiazide	bendroflumethiazide
C	C03	C03E	C03EA	C03EA14	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	Low-ceiling diuretics and potassium-sparing agents	Buthiazide	buthiazide
C	C03	C03E	C03EB	C03EB01	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	High-ceiling diuretics and potassium-sparing agents	Furosemide	furosemide
C	C03	C03E	C03EB	C03EB02	Cardiovascular System	Diuretics	Diuretics And Potassium-Sparing Agents In Combination	High-ceiling diuretics and potassium-sparing agents	Bumetanide	bumetanide
C	C03	C03X	C03XA	C03XA01	Cardiovascular System	Diuretics	Other Diuretics	Vasopressin antagonists	Tolvaptan	tolvaptan
C	C03	C03X	C03XA	C03XA02	Cardiovascular System	Diuretics	Other Diuretics	Vasopressin antagonists	Conivaptan	conivaptan
C	C04	C04A	C04AA	C04AA01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	2-amino-1-phenylethanol derivatives	Isoxsuprine	isoxsuprine
C	C04	C04A	C04AA	C04AA02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	2-amino-1-phenylethanol derivatives	Nylidrin	nylidrin
C	C04	C04A	C04AA	C04AA31	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	2-amino-1-phenylethanol derivatives	Bamethan	bamethan
C	C04	C04A	C04AB	C04AB01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Imidazoline derivatives	Phentolamine	phentolamine
C	C04	C04A	C04AB	C04AB02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Imidazoline derivatives	Tolazoline	tolazoline
C	C04	C04A	C04AC	C04AC01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Nicotinic acid and derivatives	Niacin	niacin
C	C04	C04A	C04AC	C04AC02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Nicotinic acid and derivatives	Nicotinyl alcohol	nicotinyl alcohol
C	C04	C04A	C04AC	C04AC03	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Nicotinic acid and derivatives	Inositol nicotinate	inositol nicotinate
C	C04	C04A	C04AC	C04AC07	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Nicotinic acid and derivatives	Ciclonicate	ciclonicate
C	C04	C04A	C04AD	C04AD01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Purine derivatives	Pentifylline	pentifylline
C	C04	C04A	C04AD	C04AD02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Purine derivatives	Xanthinol	xanthinol
C	C04	C04A	C04AD	C04AD03	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Purine derivatives	Pentoxifylline	pentoxifylline
C	C04	C04A	C04AD	C04AD04	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Purine derivatives	Etofylline nicotinate	etofylline nicotinate
C	C04	C04A	C04AE	C04AE02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Ergot alkaloids	Nicergoline	nicergoline
C	C04	C04A	C04AE	C04AE04	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Ergot alkaloids	Dihydroergocristine	dihydroergocristine
C	C04	C04A	C04AE	C04AE54	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Ergot alkaloids	Dihydroergocristine	dihydroergocristine
C	C04	C04A	C04AF	C04AF01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Enzymes	Kallidinogenase	kallidinogenase
C	C04	C04A	C04AX	C04AX01	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Cyclandelate	cyclandelate
C	C04	C04A	C04AX	C04AX02	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Phenoxybenzamine	phenoxybenzamine
C	C04	C04A	C04AX	C04AX07	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Vincamine	vincamine
C	C04	C04A	C04AX	C04AX10	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Moxisylyte	moxisylyte
C	C04	C04A	C04AX	C04AX11	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Bencyclane	bencyclane
C	C04	C04A	C04AX	C04AX17	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Vinburnine	vinburnine
C	C04	C04A	C04AX	C04AX19	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Suloctidil	suloctidil
C	C04	C04A	C04AX	C04AX20	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Buflomedil	buflomedil
C	C04	C04A	C04AX	C04AX21	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Naftidrofuryl	naftidrofuryl
C	C04	C04A	C04AX	C04AX23	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Butalamine	butalamine
C	C04	C04A	C04AX	C04AX24	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Visnadine	visnadine
C	C04	C04A	C04AX	C04AX26	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Cetiedil	cetiedil
C	C04	C04A	C04AX	C04AX27	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Cinepazide	cinepazide
C	C04	C04A	C04AX	C04AX28	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Ifenprodil	ifenprodil
C	C04	C04A	C04AX	C04AX30	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Azapetine	azapetine
C	C04	C04A	C04AX	C04AX32	Cardiovascular System	Peripheral Vasodilators	Peripheral Vasodilators	Other peripheral vasodilators	Fasudil	fasudil
C	C05	C05A	C05AA	C05AA01	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Hydrocortisone	hydrocortisone
C	C05	C05A	C05AA	C05AA04	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Prednisolone	prednisolone
C	C05	C05A	C05AA	C05AA05	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Betamethasone	betamethasone
C	C05	C05A	C05AA	C05AA06	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Fluorometholone	fluorometholone
C	C05	C05A	C05AA	C05AA08	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Fluocortolone	fluocortolone
C	C05	C05A	C05AA	C05AA09	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Dexamethasone	dexamethasone
C	C05	C05A	C05AA	C05AA10	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Fluocinolone acetonide	fluocinolone acetonide
C	C05	C05A	C05AA	C05AA11	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Fluocinonide	fluocinonide
C	C05	C05A	C05AA	C05AA12	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Corticosteroids	Triamcinolone	triamcinolone
C	C05	C05A	C05AD	C05AD01	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Lidocaine	lidocaine
C	C05	C05A	C05AD	C05AD02	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Tetracaine	tetracaine
C	C05	C05A	C05AD	C05AD03	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Benzocaine	benzocaine
C	C05	C05A	C05AD	C05AD04	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Cinchocaine	cinchocaine
C	C05	C05A	C05AD	C05AD05	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Procaine	procaine
C	C05	C05A	C05AD	C05AD06	Cardiovascular System	Vasoprotectives	Agents For Treatment Of Hemorrhoids And Anal Fissures For Topical Use	Local anesthetics	Oxetacaine	oxetacaine
